language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,老虎/虎,lăohŭ/hŭ ,lǎohǔ/hǔ,làohǔ/hǔ,lǎohū/hǔ,lǎohǔ/hú,tiger; CL:隻|只[zhi1],小朋友在繪本裡看到老虎，立刻問老師牠住在哪裡。,"xiǎopéngyǒu zài huìběn lǐ kàndào lǎohǔ, lìkè wèn lǎoshī tā zhù zài nǎlǐ.",The children saw a tiger in the picture book and immediately asked the teacher where it lives.,B2,animals,noun,Core Content,
Taiwan Mandarin,老婆,lăopó,lǎopó,làopó,lǎopò,láopó,(coll.) wife,每次家庭聚會，老婆都會準備一道大家最期待的拿手菜。,"měicì jiātíng jùhuì, lǎopó dūhuì zhǔnbèi yīdào dàjiā zuì qīdài de náshǒucài.","At every family gathering, the wife prepares a specialty dish everyone looks forward to.",B2,family,noun,Core Content,
Taiwan Mandarin,老實,lăoshí,lǎoshí,làoshí,lǎoshì,láoshí,honest; sincere; well-behaved; naive; gullible,面對這麼複雜的情況，他仍然保持老實的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí lǎoshi de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a honest attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,老是,lăoshì ,lǎoshì,làoshì,lǎoshí,láoshì,always,他老是把重要文件放錯地方，所以同事請他建立新的整理習慣。,"tā lǎoshi bǎ zhòngyào wénjiàn fàng cuò dìfāng, suǒyǐ tóngshì qǐng tā jiànlì xīn de zhěnglǐ xíguàn.","He is always putting important documents in the wrong place, so his coworker asked him to build a new organizing habit.",B2,general,noun,Core Content,
Taiwan Mandarin,樂,lè ,lè,lē,lé,lě,used in place names,他最大的樂，是週末和家人一起在市場買菜做飯。,"tā zuì dà de lào, shì zhōumò hé jiārén yīqǐ zài shìchǎng mǎicài zuòfàn.",His greatest joy is going to the market with his family on weekends and cooking together.,B2,general,noun,Core Content,
Taiwan Mandarin,樂觀,lèguān ,lèguān,lēguān,lèguǎn,lěguān,optimistic; hopeful,面對這麼複雜的情況，他仍然保持樂觀的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí lèguān de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained an optimistic attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,樂趣,lèqù ,lèqù,lēqù,lèqú,lěqù,delight; pleasure; joy,這件事讓我們看見樂趣的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn lèqù de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of delight and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,淚,lèi ,lèi,lēi,léi,lěi,(bound form) tears; teardrops,聽到那首歌時，她忍不住流下淚，因為想起了家鄉。,"tīngdào nǎ shǒu gē shí, tā rěnbuzhù liú xià lèi, yīnwèi xiǎngqǐ le jiāxiāng.","When she heard that song, she could not help shedding tears because it reminded her of her hometown.",B2,general,noun,Core Content,
Taiwan Mandarin,冷淡,lěngdàn ,lěngdàn,lèngdàn,lěngdán,léngdàn,cold; indifferent,面對這麼複雜的情況，他仍然保持冷淡的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí lěngdàn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a cold attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,力,lì ,lì,lī,lí,lǐ,power; force; strength,一個人的力有限，團隊合作才能完成更大的任務。,"yīgèrén de lì yǒuxiàn, tuánduì hézuò cáinéng wánchéng gēng dà de rènwu.",One person's strength is limited; teamwork is needed to complete bigger tasks.,B2,general,noun,Core Content,
Taiwan Mandarin,里,lĭ,lǐ,lì,lī,lí,variant of 裡|里[li3],這條步道全長三里，走完大約需要一個小時。,"zhè tiáo bùdào quáncháng sān lǐ, zǒu wán dàyuē xūyào yīge xiǎoshí.",This trail is three li long and takes about an hour to finish walking.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,練,liàn ,liàn,liān,lián,liǎn,to practice; to train; to drill,為了讓計畫順利進行，團隊需要先練目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān liàn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first practice the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,戀愛,liànài ,liànài,liānài,liànái,liǎnài,"(romantic) love; CL:個|个[ge4],場|场[chang3]; in love",經過一段時間的準備，他終於決定戀愛，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng liànài, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to love and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,亮,liàng,liàng,liāng,liáng,liǎng,bright; light; to shine; to flash; loud and clear,面對這麼複雜的情況，他仍然保持亮的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí liàng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a bright attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,良好,liánghăo ,liánghǎo,liǎnghǎo,liánghāo,liānghǎo,good; favorable; well,面對這麼複雜的情況，他仍然保持良好的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí liánghǎo de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a good attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,連絡/聯絡,liánluò ,liánluò,liǎnluò,liánluó,liānluò,variant of 聯絡|联络[lian2 luo4],活動前一天，主辦單位會用簡訊聯絡所有參加者。,"huódòng qiányītiān, zhǔbàn dānwèi huì yòng jiǎnxùn liánluò suǒyǒu cānjiāzhě.","The day before the event, the organizer will contact all participants by text message.",B2,general,noun,Core Content,
Taiwan Mandarin,連續劇,liánxùjù ,liánxùjù,liǎnxùjù,liánxújù,liánxùjǔ,serialized drama; dramatic series; show in parts,在這次討論中，連續劇成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, liánxùjù chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, serialized drama became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,了不起,liăobùqĭ,liǎobùqǐ,liàobùqǐ,liǎobúqǐ,liǎobùqí,amazing; terrific; extraordinary,面對這麼複雜的情況，他仍然保持了不起的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí liǎobuqǐ de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a amazing attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,離婚,líhūn ,líhūn,lǐhūn,líhǔn,līhūn,to divorce,經過一段時間的準備，他終於決定離婚，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng líhūn, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to divorce and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,裡邊,lĭbiān,lǐbiān,lìbiān,lǐbiǎn,líbiān,inside,那個地方像裡邊一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng lǐbian yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as inside, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,厲害,lìhài,lìhài,līhài,lìhái,lǐhài,"(used to describe sb or sth that makes a very strong impression, whether favorable or unfavorable) terrible; intense; severe; devastating; amazing; awesome; outstanding; (of a person) stern; strict; harsh; shrewd; tough; (of an animal) fierce",那位厲害在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi lìhai zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That terrible shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,理解,lĭjiě ,lǐjiě,lìjiě,lǐjiē,líjiě,to comprehend; to understand,為了讓計畫順利進行，團隊需要先理解目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lǐjiě mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first comprehend the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,理論,lĭlùn ,lǐlùn,lìlùn,lǐlún,lílùn,theory; CL:個|个[ge4]; to argue,為了讓計畫順利進行，團隊需要先理論目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lǐlùn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first theory the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,禮堂,lĭtáng ,lǐtáng,lìtáng,lǐtàng,lítáng,assembly hall; auditorium; CL:座[zuo4],那個地方像禮堂一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng lǐtáng yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as assembly hall, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,力量,lìliàng ,lìliàng,līliàng,lìliáng,lǐliàng,power; force; strength,這件事讓我們看見力量的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn lìliang de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of power and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,領,lĭng ,lǐng,lìng,līng,líng,neck; collar; to lead,為了讓計畫順利進行，團隊需要先領目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lǐng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first neck the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,領導,lĭngdăo ,lǐngdǎo,lìngdǎo,lǐngdāo,língdǎo,lead; leading; to lead,為了讓計畫順利進行，團隊需要先領導目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lǐngdǎo mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first lead the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,靈魂,línghún ,línghún,lǐnghún,línghùn,līnghún,soul; spirit,這件事讓我們看見靈魂的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn línghún de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of soul and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,領域,lĭngyù ,lǐngyù,lìngyù,lǐngyú,língyù,domain; sphere; field; territory; area,那個地方像領域一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng lǐngyù yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as domain, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,令,lìng ,lìng,līng,líng,lǐng,used in 脊令[ji2 ling2]; used in 令狐[Ling2 hu2] (Taiwan pr. [ling4]),在這次討論中，令成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, líng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, used in 脊令[ji2 ling2] became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,留言,liú​yán,liú​yán,liǔ​yán,liú​yàn,liū​yán,to leave a message; to leave one's comments; message,為了讓計畫順利進行，團隊需要先留言目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān liúyán mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first leave a message the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,流血,liúxiě ,liúxiě,liǔxiě,liúxiē,liūxiě,to bleed; to shed blood,經過一段時間的準備，他終於決定流血，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng liúxuè, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to bleed and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,留學,liúxué ,liúxué,liǔxué,liúxuè,liūxué,to study abroad,經過一段時間的準備，他終於決定留學，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng liúxué, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to study abroad and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,留學生,liúxuéshēng ,liúxuéshēng,liǔxuéshēng,liúxuèshēng,liúxuéshèng,student studying abroad; returned student; foreign student; international student,那位留學生在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi liúxuéshēng zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That student studying abroad shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,理想,lĭxiăng ,lǐxiǎng,lìxiǎng,lǐxiāng,líxiǎng,an ideal; a dream; ideal,這件事讓我們看見理想的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn lǐxiǎng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of an ideal and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,利益,lìyì ,lìyì,līyì,lìyí,lǐyì,benefit; (in sb's) interest; CL:個|个[ge4],這件事讓我們看見利益的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn lìyì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of benefit and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,旅客,lǚkè ,lǚkè,lǜkè,lǚké,lǘkè,traveler; tourist,那位旅客在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi lǚkè zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That traveler shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,旅遊,lǚyóu ,lǚyóu,lǜyóu,lǚyòu,lǘyóu,trip; journey; tourism,在這次討論中，旅遊成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, lǚyóu chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, trip became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,綠,lǜ,lǜ,lǖ,lǘ,lǚ,used in names,在這次討論中，綠成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, lù chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, used in names became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,律師,lǜshī ,lǜshī,lǖshī,lǜshǐ,lǚshī,lawyer,那位律師在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi lǜshī zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That lawyer shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,錄,lù ,lù,lū,lú,lǔ,diary; record; to hit,為了讓計畫順利進行，團隊需要先錄目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lù mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first diary the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,錄取,lùqŭ  ,lùqǔ,lūqǔ,lùqū,lǔqǔ,"to accept an applicant (prospective student, employee etc) who passes an entrance exam; to admit (a student); to hire (a job candidate)",收到錄取通知時，他高興得立刻打電話給父母。,"shōudào lùqǔ tōngzhī shí, tā gāoxìng dé lìkè dǎdiànhuà gei fùmǔ.","When he received the admission notice, he was so happy that he immediately called his parents.",B2,people,noun,Core Content,
Taiwan Mandarin,錄音,lùyīn ,lùyīn,lūyīn,lùyǐn,lǔyīn,to record sound; an audio recording (CL:段[duan4]),為了讓計畫順利進行，團隊需要先錄音目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān lùyīn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first record sound the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,露營,lùyíng  ,lùyíng,lūyíng,lùyìng,lǔyíng,to camp out; camping,經過一段時間的準備，他終於決定露營，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng lùyíng, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to camp out and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,龍,lóng ,lóng,lǒng,lòng,lōng,Chinese dragon; loong; (fig.) emperor; dragon,小朋友在繪本裡看到龍，立刻問老師牠住在哪裡。,"xiǎopéngyǒu zài huìběn lǐ kàndào lóng, lìkè wèn lǎoshī tā zhù zài nǎlǐ.",The children saw a Chinese dragon in the picture book and immediately asked the teacher where it lives.,B2,animals,noun,Core Content,
Taiwan Mandarin,輪胎,lúntāi ,lúntāi,lǔntāi,lúntǎi,lūntāi,tire; pneumatic tire,搬家以前，他先把輪胎整理好，避免重要東西不見。,"bānjiā yǐqián, tā xiān bǎ lúntāi zhěnglǐ hǎo, bìmiǎn zhòngyào dōngxī bùjiàn.","Before moving, he organized the tire first to avoid losing anything important.",B2,objects,noun,Core Content,
Taiwan Mandarin,嘛,ma ,ma,mā,má,mǎ,used in 唵嘛呢叭咪吽[an3 ma2 ni2 ba1 mi1 hong1]; (Tw) (coll.) what?,別太緊張嘛，第一次上台報告本來就會有點不安。,"bié tài jǐnzhāng má, dìyīcì shàngtái bàogào běnlái jiù huì yǒudiǎn bùān.","Do not be too nervous; after all, it is natural to feel uneasy the first time you present on stage.",B2,function words,function word,Core Content,
Taiwan Mandarin,麻煩,máfán,máfán,mǎfán,máfàn,māfán,trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble,為了讓計畫順利進行，團隊需要先麻煩目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān máfan mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first trouble the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,罵,mà ,mà,mā,má,mǎ,to scold; to abuse; to curse,為了讓計畫順利進行，團隊需要先罵目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān mà mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first scold the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,滿意,mănyì ,mǎnyì,mànyì,mǎnyí,mányì,satisfied; pleased; to one's satisfaction,面對這麼複雜的情況，他仍然保持滿意的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí mǎnyì de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a satisfied attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,滿足,mănzú  ,mǎnzú,mànzú,mǎnzù,mánzú,to satisfy; to meet (the needs of); satisfied,為了讓計畫順利進行，團隊需要先滿足目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān mǎnzú mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first satisfy the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,慢慢,mànmàn,mànmàn,mānmàn,mànmán,mǎnmàn,slowly; gradually,面對這麼複雜的情況，他仍然保持慢慢的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí mànmàn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a slowly attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,慢用,mànyòng ,mànyòng,mānyòng,mànyóng,mǎnyòng,same as 慢慢吃[man4 man4 chi1],服務生把菜放上桌後，微笑著說：「請慢用。」,"fúwùshēng bǎ cài fàng shàngzhuō hòu, wēixiào zhāo shuì： 「 qǐng mànyòng. 」","After placing the dishes on the table, the server smiled and said, “Please enjoy your meal.”",B2,general,noun,Core Content,
Taiwan Mandarin,毛筆,máobĭ ,máobǐ,mǎobǐ,máobī,māobǐ,"writing brush; CL:枝[zhi1],管[guan3]",出門以前，他把毛筆放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎ máobǐ fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the writing brush into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,毛病,máobìng ,máobìng,mǎobìng,máobíng,māobìng,fault; defect; shortcomings,在這次討論中，毛病成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, máobìng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, fault became one of the issues everyone cared about most.",B2,general,noun,Core Content,
