language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,報名,bàomíng ,bàomíng,bāomíng,bàomìng,bǎomíng,to sign up,我們需要先報名這件事。,wǒmen xūyào xiān bàomíng zhè jiàn shì.,We need to to sign up this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,把握,băwò ,bǎwò,bàwò,bǎwó,báwò,to grasp (also fig.),我們需要先把握這件事。,wǒmen xūyào xiān bǎwò zhè jiàn shì.,We need to to grasp (also fig.) this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,北方,běifāng ,běifāng,bèifāng,běifǎng,béifāng,north,這個北方在生活中很常見。,zhège běifāng zài shēnghuó zhōng hěn chángjiàn.,This north is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,被動,bèidòng ,bèidòng,bēidòng,bèidóng,běidòng,passive,這個被動在生活中很常見。,zhège bèidòng zài shēnghuó zhōng hěn chángjiàn.,This passive is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,背後,bèihòu ,bèihòu,bēihòu,bèihóu,běihòu,behind,這個背後在生活中很常見。,zhège bèihòu zài shēnghuó zhōng hěn chángjiàn.,This behind is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,背景,bèijĭng ,bèijǐng,bēijǐng,bèijīng,běijǐng,background;  backdrop,這個背景在生活中很常見。,zhège bèijǐng zài shēnghuó zhōng hěn chángjiàn.,This background;  backdrop is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,輩子,bèizi ,bèizi,bēizi,béizi,běizi,all one's life,這個輩子在生活中很常見。,zhège bèizi zài shēnghuó zhōng hěn chángjiàn.,This all one's life is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,本,běn ,běn,bèn,bēn,bén,(bound form) root;  stem,這個本在生活中很常見。,zhège běn zài shēnghuó zhōng hěn chángjiàn.,This (bound form) root;  stem is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,本人,běnrén ,běnrén,bènrén,běnrèn,bénrén,I;  me,這個本人在生活中很常見。,zhège běnrén zài shēnghuó zhōng hěn chángjiàn.,This I;  me is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,逼,bī ,bī,bí,bǐ,bì,variant of 逼[bi1],這個逼在生活中很常見。,zhège bī zài shēnghuó zhōng hěn chángjiàn.,This variant of 逼[bi1] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,筆,bĭ,bǐ,bì,bī,bí,"writing brush;  writing implement (pen, pencil etc) (CL:支[zhi1],枝[zhi1])",桌上有一筆文件。,zhuō shàng yǒu yì bǐ wénjiàn.,"There is one writing brush;  writing implement (pen, pencil etc) (CL:支[zhi1],枝[zhi1]) of documents on the table.",B2,general,measure word,Core Content,
Taiwan Mandarin,比,bĭ,bǐ,bì,bī,bí,Belgium,這個比在生活中很常見。,zhège bǐ zài shēnghuó zhōng hěn chángjiàn.,This Belgium is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,鞭炮,biānpào ,biānpào,biánpào,biānpáo,biànpào,firecrackers,這個鞭炮在生活中很常見。,zhège biānpào zài shēnghuó zhōng hěn chángjiàn.,This firecrackers is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,變,biàn ,biàn,biān,bián,biǎn,to change,我們需要先變這件事。,wǒmen xūyào xiān biàn zhè jiàn shì.,We need to to change this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,變成,biànchéng ,biànchéng,biānchéng,biànchèng,biǎnchéng,to change into,我們需要先變成這件事。,wǒmen xūyào xiān biànchéng zhè jiàn shì.,We need to to change into this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,變更,biàngēng ,biàngēng,biāngēng,biàngěng,biǎngēng,to change,我們需要先變更這件事。,wǒmen xūyào xiān biàngēng zhè jiàn shì.,We need to to change this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,變化,biànhuà ,biànhuà,biānhuà,biànhuá,biǎnhuà,(intransitive) to change;  to vary,我們需要先變化這件事。,wǒmen xūyào xiān biànhuà zhè jiàn shì.,We need to (intransitive) to change;  to vary this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,便條,biàntiáo ,biàntiáo,biāntiáo,biàntiào,biǎntiáo,(informal) note,這個情況很便條。,zhège qíngkuàng hěn biàntiáo.,This situation is (informal) note.,B2,general,adjective,Core Content,
Taiwan Mandarin,表達,biăodá ,biǎodá,biàodá,biǎodà,biáodá,to express;  to convey,請按這個按鈕。,qǐng àn zhège ànniǔ.,Please press this button.,B2,general,verb,Core Content,
Taiwan Mandarin,表面,biăomiàn ,biǎomiàn,biàomiàn,biǎomián,biáomiàn,surface,這個表面在生活中很常見。,zhège biǎomiàn zài shēnghuó zhōng hěn chángjiàn.,This surface is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,表示,biăoshì ,biǎoshì,biàoshì,biǎoshí,biáoshì,(of sb) to express;  to state,請按這個按鈕。,qǐng àn zhège ànniǔ.,Please press this button.,B2,general,verb,Core Content,
Taiwan Mandarin,表現,biăoxiàn ,biǎoxiàn,biàoxiàn,biǎoxián,biáoxiàn,to show,我們需要先表現這件事。,wǒmen xūyào xiān biǎoxiàn zhè jiàn shì.,We need to to show this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,表演,biăoyăn ,biǎoyǎn,biàoyǎn,biǎoyān,biáoyǎn,play,這個表演在生活中很常見。,zhège biǎoyǎn zài shēnghuó zhōng hěn chángjiàn.,This play is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,畢竟,bìjìng ,bìjìng,bījìng,bìjíng,bǐjìng,after all,這個畢竟在生活中很常見。,zhège bìjìng zài shēnghuó zhōng hěn chángjiàn.,This after all is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,避免,bìmiăn ,bìmiǎn,bīmiǎn,bìmiān,bǐmiǎn,to avert,我們需要先避免這件事。,wǒmen xūyào xiān bìmiǎn zhè jiàn shì.,We need to to avert this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,餅,bĭng ,bǐng,bìng,bīng,bíng,round flat cake,這個餅在生活中很常見。,zhège bǐng zài shēnghuó zhōng hěn chángjiàn.,This round flat cake is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,病,bìng ,bìng,bīng,bíng,bǐng,illness,這個病在生活中很常見。,zhège bìng zài shēnghuó zhōng hěn chángjiàn.,This illness is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,比如/比如說,bĭrú/bĭrúshuō,bǐrú/bǐrúshuō,bìrú/bǐrúshuō,bǐrù/bǐrúshuō,bǐrú/bírúshuō,see 比如縣|比如县[Bi3 ru2 Xian4],這個比如在生活中很常見。,zhège bǐrú zài shēnghuó zhōng hěn chángjiàn.,This see 比如縣|比如县[Bi3 ru2 Xian4] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,必要,bìyào ,bìyào,bīyào,bìyáo,bǐyào,necessary,這個必要在生活中很常見。,zhège bìyào zài shēnghuó zhōng hěn chángjiàn.,This necessary is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,播,bò ,bò,bō,bó,bǒ,"(bound form) to sow (seeds);  to spread (ideas, rumors etc)",老師請我們播這段文章。,lǎoshī qǐng wǒmen bò zhè duàn wénzhāng.,"The teacher asked us to (bound form) to sow (seeds);  to spread (ideas, rumors etc) this paragraph.",B2,education,verb,Core Content,
Taiwan Mandarin,博士,bóshì ,bóshì,bǒshì,bóshí,bōshì,doctor (as an academic degree),醫生提醒我們注意博士。,yīshēng tíxǐng wǒmen zhùyì bóshì.,The doctor reminds us to pay attention to doctor (as an academic degree).,B2,health,noun,Core Content,
Taiwan Mandarin,博物館,bówùguăn ,bówùguǎn,bǒwùguǎn,bówúguǎn,bówùguán,museum,這個博物館在生活中很常見。,zhège bówùguǎn zài shēnghuó zhōng hěn chángjiàn.,This museum is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,布,bù ,bù,bū,bú,bǔ,variant of 布[bu4],這個布在生活中很常見。,zhège bù zài shēnghuó zhōng hěn chángjiàn.,This variant of 布[bu4] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不見(了),bùjiàn(le),bùjiàn(le),būjiàn(le),bùjián(le),bǔjiàn(le),not to see,我們需要先不見這件事。,wǒmen xūyào xiān bùjiàn zhè jiàn shì.,We need to not to see this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,不得不,bùdébù ,bùdébù,būdébù,bùdèbù,bùdébǔ,have no choice or option but to,這個不得不在生活中很常見。,zhège bùdébù zài shēnghuó zhōng hěn chángjiàn.,This have no choice or option but to is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不斷,bùduàn ,bùduàn,būduàn,bùduán,bǔduàn,unceasing,這個不斷在生活中很常見。,zhège bùduàn zài shēnghuó zhōng hěn chángjiàn.,This unceasing is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不論,bùlùn ,bùlùn,būlùn,bùlún,bǔlùn,whatever,這個不論在生活中很常見。,zhège bùlùn zài shēnghuó zhōng hěn chángjiàn.,This whatever is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不滿,bùmăn ,bùmǎn,būmǎn,bùmān,bǔmǎn,dissatisfied;  discontented,這個不滿在生活中很常見。,zhège bùmǎn zài shēnghuó zhōng hěn chángjiàn.,This dissatisfied;  discontented is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,部門,bùmén ,bùmén,būmén,bùmèn,bǔmén,department,這個部門在生活中很常見。,zhège bùmén zài shēnghuó zhōng hěn chángjiàn.,This department is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不如,bùrú ,bùrú,būrú,bùrù,bǔrú,not equal to;  not as good as,這個不如在生活中很常見。,zhège bùrú zài shēnghuó zhōng hěn chángjiàn.,This not equal to;  not as good as is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不少,bùshăo ,bùshǎo,būshǎo,bùshāo,bǔshǎo,many;  quite a few,這個不少在生活中很常見。,zhège bùshǎo zài shēnghuó zhōng hěn chángjiàn.,This many;  quite a few is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不幸,bùxìng ,bùxìng,būxìng,bùxíng,bǔxìng,misfortune,這個不幸在生活中很常見。,zhège bùxìng zài shēnghuó zhōng hěn chángjiàn.,This misfortune is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不用說,bùyòngshuō ,bùyòngshuō,būyòngshuō,bùyóngshuō,bùyòngshuò,needless to say;  it goes without saying,我們需要先不用說這件事。,wǒmen xūyào xiān bùyòngshuō zhè jiàn shì.,We need to needless to say;  it goes without saying this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,布/佈置,bùzhì ,bùzhì,būzhì,bùzhí,bǔzhì,variant of 布[bu4],這個布在生活中很常見。,zhège bùzhì zài shēnghuó zhōng hěn chángjiàn.,This variant of 布[bu4] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,不足,bùzú ,bùzú,būzú,bùzù,bǔzú,insufficient,這個不足在生活中很常見。,zhège bùzú zài shēnghuó zhōng hěn chángjiàn.,This insufficient is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,擦,cā,cā,cá,cǎ,cà,to rub;  to scratch,我們需要先擦這件事。,wǒmen xūyào xiān cā zhè jiàn shì.,We need to to rub;  to scratch this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,猜,cāi,cāi,cái,cǎi,cài,to guess,我們需要先猜這件事。,wǒmen xūyào xiān cāi zhè jiàn shì.,We need to to guess this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,材料,cáiliào ,cáiliào,cǎiliào,cáiliáo,cāiliào,(raw) material,這個材料在生活中很常見。,zhège cáiliào zài shēnghuó zhōng hěn chángjiàn.,This (raw) material is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,採用,căiyòng ,cǎiyòng,càiyòng,cǎiyóng,cáiyòng,to adopt,我們需要先採用這件事。,wǒmen xūyào xiān cǎiyòng zhè jiàn shì.,We need to to adopt this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,餐,cān,cān,cán,cǎn,càn,meal,我今天想買一些餐。,wǒ jīntiān xiǎng mǎi yìxiē cān.,I want to buy some meal today.,B2,food,noun,Core Content,
Taiwan Mandarin,參考,cānkăo ,cānkǎo,cánkǎo,cānkāo,cànkǎo,consultation,這個參考在生活中很常見。,zhège cānkǎo zài shēnghuó zhōng hěn chángjiàn.,This consultation is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,草地,căodì,cǎodì,càodì,cǎodí,cáodì,lawn,這個草地影響很多人。,zhège cǎodì yǐngxiǎng hěn duō rén.,This lawn affects many people.,B2,society,noun,Core Content,
Taiwan Mandarin,草原,căoyuán ,cǎoyuán,càoyuán,cǎoyuàn,cáoyuán,grassland,這個草原在生活中很常見。,zhège cǎoyuán zài shēnghuó zhōng hěn chángjiàn.,This grassland is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,曾,céng ,céng,cěng,cèng,cēng,surname Zeng,這個曾在生活中很常見。,zhège céng zài shēnghuó zhōng hěn chángjiàn.,This surname Zeng is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,曾經,céngjīng ,céngjīng,cěngjīng,céngjǐng,cēngjīng,once,這個曾經在生活中很常見。,zhège céngjīng zài shēnghuó zhōng hěn chángjiàn.,This once is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,差點/差點兒/差一點兒,chādiăn/chādiănr/chāyīdiănr,chādiǎn/chādiǎnr/chāyīdiǎnr,chádiǎn/chādiǎnr/chāyīdiǎnr,chādiān/chādiǎnr/chāyīdiǎnr,chādiǎn/chàdiǎnr/chāyīdiǎnr,almost,這個差點在生活中很常見。,zhège chādiǎn zài shēnghuó zhōng hěn chángjiàn.,This almost is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,差別,chābié ,chābié,chábié,chābiè,chàbié,difference;  distinction,這個差別在生活中很常見。,zhège chābié zài shēnghuó zhōng hěn chángjiàn.,This difference;  distinction is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,嘗試/嚐試,chángshì ,chángshì,chǎngshì,chángshí,chāngshì,to try (to see what it's like or whether one can do it),我很愛我的家人。,wǒ hěn ài wǒ de jiārén.,I love my family very much.,B2,general,verb,Core Content,
Taiwan Mandarin,產品,chănpĭn ,chǎnpǐn,chànpǐn,chǎnpīn,chánpǐn,goods,這個產品在生活中很常見。,zhège chǎnpǐn zài shēnghuó zhōng hěn chángjiàn.,This goods is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,產生,chănshēng ,chǎnshēng,chànshēng,chǎnshěng,chánshēng,to arise;  to come into being,我們需要先產生這件事。,wǒmen xūyào xiān chǎnshēng zhè jiàn shì.,We need to to arise;  to come into being this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,超過,chāoguò ,chāoguò,cháoguò,chāoguó,chàoguò,to surpass,我們需要先超過這件事。,wǒmen xūyào xiān chāoguò zhè jiàn shì.,We need to to surpass this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,超級,chāojí ,chāojí,cháojí,chāojì,chàojí,super-,這個超級在生活中很常見。,zhège chāojí zài shēnghuó zhōng hěn chángjiàn.,This super- is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,吵架,chăojià ,chǎojià,chàojià,chǎojiá,cháojià,to quarrel,我們需要先吵架這件事。,wǒmen xūyào xiān chǎojià zhè jiàn shì.,We need to to quarrel this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,差異,chāyì ,chāyì,cháyì,chāyí,chàyì,difference;  discrepancy,這個差異在生活中很常見。,zhège chāyì zài shēnghuó zhōng hěn chángjiàn.,This difference;  discrepancy is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,車禍,chēhuò ,chēhuò,chéhuò,chēhuó,chèhuò,traffic accident;  car crash,我們先確認車禍的時間。,wǒmen xiān quèrèn chēhuò de shíjiān.,We first confirm the time for the traffic accident;  car crash.,B2,travel,noun,Core Content,
Taiwan Mandarin,趁,chèn ,chèn,chēn,chén,chěn,to avail oneself of,我們需要先趁這件事。,wǒmen xūyào xiān chèn zhè jiàn shì.,We need to to avail oneself of this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,襯衫,chènshān ,chènshān,chēnshān,chènshǎn,chěnshān,shirt,這個襯衫在生活中很常見。,zhège chènshān zài shēnghuó zhōng hěn chángjiàn.,This shirt is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,成,chéng ,chéng,chěng,chèng,chēng,short name for Chengdu 成都[Cheng2 du1],這個成在生活中很常見。,zhège chéng zài shēnghuó zhōng hěn chángjiàn.,This short name for Chengdu 成都[Cheng2 du1] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,成果,chéngguŏ ,chéngguǒ,chěngguǒ,chéngguō,chēngguǒ,result,這個成果在生活中很常見。,zhège chéngguǒ zài shēnghuó zhōng hěn chángjiàn.,This result is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,成就,chéngjiù ,chéngjiù,chěngjiù,chéngjiú,chēngjiù,accomplishment,這個成就在生活中很常見。,zhège chéngjiù zài shēnghuó zhōng hěn chángjiàn.,This accomplishment is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,承認,chéngrèn ,chéngrèn,chěngrèn,chéngrén,chēngrèn,to admit,我們需要先承認這件事。,wǒmen xūyào xiān chéngrèn zhè jiàn shì.,We need to to admit this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,誠實,chéngshí ,chéngshí,chěngshí,chéngshì,chēngshí,honest,這個誠實在生活中很常見。,zhège chéngshí zài shēnghuó zhōng hěn chángjiàn.,This honest is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,成熟,chéngshóu ,chéngshóu,chěngshóu,chéngshòu,chēngshóu,mature;  ripe,這個成熟在生活中很常見。,zhège chéngshóu zài shēnghuó zhōng hěn chángjiàn.,This mature;  ripe is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,成長,chéngzhăng ,chéngzhǎng,chěngzhǎng,chéngzhāng,chēngzhǎng,to mature,我們需要先成長這件事。,wǒmen xūyào xiān chéngzhǎng zhè jiàn shì.,We need to to mature this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,吃喝玩樂,chīhēwánlè ,chīhēwánlè,chíhēwánlè,chīhěwánlè,chīhēwānlè,"(lit.) to eat, drink, play and be merry (idiom)",媽媽正在吃喝玩樂晚餐。,māma zhèngzài chīhēwánlè wǎncān.,"Mom is (lit.) to eat, drink, play and be merry (idiom) dinner.",B2,food,verb,Core Content,
Taiwan Mandarin,蟲(子),chóng(zi),chóng(zi),chǒng(zi),chòng(zi),chōng(zi),"lower form of animal life, including insects, insect larvae, worms and similar creatures",我今天想買一些蟲。,wǒ jīntiān xiǎng mǎi yìxiē chóng.,"I want to buy some lower form of animal life, including insects, insect larvae, worms and similar creatures today.",B2,food,noun,Core Content,
Taiwan Mandarin,充實,chōngshí ,chōngshí,chóngshí,chōngshì,chòngshí,rich,這個充實在生活中很常見。,zhège chōngshí zài shēnghuó zhōng hěn chángjiàn.,This rich is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,重新,chóngxīn ,chóngxīn,chǒngxīn,chóngxǐn,chōngxīn,again;  once more,重新天氣不好，我們還是出門了。,"chóngxīn tiānqì bù hǎo, wǒmen háishì chūmén le.","Even with bad weather, we still went out.",B2,general,function,Core Content,
Taiwan Mandarin,醜,chŏu,chǒu,chòu,chōu,chóu,shameful,這個醜在生活中很常見。,zhège chǒu zài shēnghuó zhōng hěn chángjiàn.,This shameful is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,抽,chōu ,chōu,chóu,chǒu,chòu,to draw out;  to pull out from in between,我們需要先抽這件事。,wǒmen xūyào xiān chōu zhè jiàn shì.,We need to to draw out;  to pull out from in between this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,初,chū ,chū,chú,chǔ,chù,(bound form) at first;  initially,這個初在生活中很常見。,zhège chū zài shēnghuó zhōng hěn chángjiàn.,This (bound form) at first;  initially is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,串,chuàn ,chuàn,chuān,chuán,chuǎn,to string together,我們需要先串這件事。,wǒmen xūyào xiān chuàn zhè jiàn shì.,We need to to string together this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,創造,chuàngzào ,chuàngzào,chuāngzào,chuàngzáo,chuǎngzào,to create,媽媽正在創造晚餐。,māma zhèngzài chuàngzào wǎncān.,Mom is to create dinner.,B2,food,verb,Core Content,
Taiwan Mandarin,出版,chūbăn ,chūbǎn,chúbǎn,chūbān,chùbǎn,to publish,我們需要先出版這件事。,wǒmen xūyào xiān chūbǎn zhè jiàn shì.,We need to to publish this matter first.,B2,general,verb,Core Content,
