language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,父親,fùqīn ,fùqīn,fūqīn,fùqǐn,fǔqīn,father,我今天學到「父親」這個詞。,wǒ jīntiān xuédào fùqīn zhège cí.,"Today I learned the word ""father.""",B1,family,noun,Core Content,
Taiwan Mandarin,母親,mǔqīn ,mǔqīn,mùqīn,mǔqǐn,múqīn,mother,我今天學到「母親」這個詞。,wǒ jīntiān xuédào mǔqīn zhège cí.,"Today I learned the word ""mother.""",B1,family,noun,Core Content,
Taiwan Mandarin,父母,fùmŭ ,fùmǔ,fūmǔ,fùmū,fǔmǔ,parents,我今天學到「父母」這個詞。,wǒ jīntiān xuédào fùmǔ zhège cí.,"Today I learned the word ""parents.""",B1,family,noun,Core Content,
Taiwan Mandarin,外公,wàigōng ,wàigōng,wāigōng,wàigǒng,wǎigōng,maternal grandfather,我今天學到「外公」這個詞。,wǒ jīntiān xuédào wàigōng zhège cí.,"Today I learned the word ""maternal grandfather.""",B1,family,noun,Core Content,
Taiwan Mandarin,外婆,wàipó ,wàipó,wāipó,wàipò,wǎipó,maternal grandmother,我今天學到「外婆」這個詞。,wǒ jīntiān xuédào wàipó zhège cí.,"Today I learned the word ""maternal grandmother.""",B1,family,noun,Core Content,
Taiwan Mandarin,伯伯(˙ㄅㄛ)/伯,bóbo/bó ,bóbo/bó,bǒbo/bó,bóbo/bò,bōbo/bó,father's elder brother; uncle,我今天學到「伯伯」這個詞。,wǒ jīntiān xuédào bóbo/bó zhège cí.,"Today I learned the word ""father's elder brother; uncle.""",B1,family,noun,Core Content,
Taiwan Mandarin,伯父,bófù ,bófù,bǒfù,bófú,bōfù,father's elder brother; uncle,我今天學到「伯父」這個詞。,wǒ jīntiān xuédào bófù zhège cí.,"Today I learned the word ""father's elder brother; uncle.""",B1,family,noun,Core Content,
Taiwan Mandarin,伯母,bómŭ ,bómǔ,bǒmǔ,bómū,bōmǔ,wife of father's elder brother; aunt,我今天學到「伯母」這個詞。,wǒ jīntiān xuédào bómǔ zhège cí.,"Today I learned the word ""wife of father's elder brother; aunt.""",B1,family,noun,Core Content,
Taiwan Mandarin,叔叔(˙ㄕㄨ)/叔,shúshu/shú,shúshu/shú,shǔshu/shú,shúshu/shù,shūshu/shú,father's younger brother; uncle,我今天學到「叔叔」這個詞。,wǒ jīntiān xuédào shúshu/shú zhège cí.,"Today I learned the word ""father's younger brother; uncle.""",B1,family,noun,Core Content,
Taiwan Mandarin,姑姑(˙ㄍㄨ),gūgu,gūgu,gúgu,gǔgu,gùgu,father's sister; aunt,我今天學到「姑姑」這個詞。,wǒ jīntiān xuédào gūgu zhège cí.,"Today I learned the word ""father's sister; aunt.""",B1,family,noun,Core Content,
Taiwan Mandarin,孫女,sūnnǚ ,sūnnǚ,súnnǚ,sūnnǖ,sùnnǚ,granddaughter,我今天學到「孫女」這個詞。,wǒ jīntiān xuédào sūnnǚ zhège cí.,"Today I learned the word ""granddaughter.""",B1,family,noun,Core Content,
Taiwan Mandarin,孫子,sūnzi ,sūnzi,súnzi,sǔnzi,sùnzi,grandson,我今天學到「孫子」這個詞。,wǒ jīntiān xuédào sūnzi zhège cí.,"Today I learned the word ""grandson.""",B1,family,noun,Core Content,
Taiwan Mandarin,關係,guānxì ,guānxì,guánxì,guānxí,guànxì,relationship,我今天學到「關係」這個詞。,wǒ jīntiān xuédào guānxì zhège cí.,"Today I learned the word ""relationship.""",B1,relationships,noun,Core Content,
Taiwan Mandarin,害怕,hàipà,hàipà,hāipà,hàipá,hǎipà,to be afraid,我今天學到「害怕」這個詞。,wǒ jīntiān xuédào hàipà zhège cí.,"Today I learned the word ""to be afraid.""",B1,feelings,verb,Core Content,
Taiwan Mandarin,開心,kāixīn ,kāixīn,káixīn,kāixǐn,kàixīn,happy,我今天學到「開心」這個詞。,wǒ jīntiān xuédào kāixīn zhège cí.,"Today I learned the word ""happy.""",B1,feelings,adjective,Core Content,
Taiwan Mandarin,擔心,dānxīn ,dānxīn,dánxīn,dānxǐn,dànxīn,to worry,我今天學到「擔心」這個詞。,wǒ jīntiān xuédào dānxīn zhège cí.,"Today I learned the word ""to worry.""",B1,feelings,verb,Core Content,
Taiwan Mandarin,傷心,shāngxīn ,shāngxīn,shángxīn,shāngxǐn,shàngxīn,sad,我今天學到「傷心」這個詞。,wǒ jīntiān xuédào shāngxīn zhège cí.,"Today I learned the word ""sad.""",B1,feelings,adjective,Core Content,
Taiwan Mandarin,美麗,měilì ,měilì,mèilì,měilí,méilì,beautiful,我今天學到「美麗」這個詞。,wǒ jīntiān xuédào měilì zhège cí.,"Today I learned the word ""beautiful.""",B1,description,adjective,Core Content,
Taiwan Mandarin,帥,shuài ,shuài,shuāi,shuái,shuǎi,handsome,我今天學到「帥」這個詞。,wǒ jīntiān xuédào shuài zhège cí.,"Today I learned the word ""handsome.""",B1,description,adjective,Core Content,
Taiwan Mandarin,笨,bèn ,bèn,bēn,bén,běn,stupid; foolish,我今天學到「笨」這個詞。,wǒ jīntiān xuédào bèn zhège cí.,"Today I learned the word ""stupid; foolish.""",B1,description,adjective,Core Content,
Taiwan Mandarin,認真,rènzhēn ,rènzhēn,rēnzhēn,rènzhěn,rěnzhēn,serious; hardworking,我今天學到「認真」這個詞。,wǒ jīntiān xuédào rènzhēn zhège cí.,"Today I learned the word ""serious; hardworking.""",B1,description,adjective,Core Content,
Taiwan Mandarin,敢,găn ,gǎn,gàn,gān,gán,to dare,我今天學到「敢」這個詞。,wǒ jīntiān xuédào gǎn zhège cí.,"Today I learned the word ""to dare.""",B1,ability,verb,Core Content,
Taiwan Mandarin,急,jí ,jí,jǐ,jì,jī,urgent; anxious,我今天學到「急」這個詞。,wǒ jīntiān xuédào jí zhège cí.,"Today I learned the word ""urgent; anxious.""",B1,feelings,adjective,Core Content,
Taiwan Mandarin,禮貌,lĭmào ,lǐmào,lìmào,lǐmáo,límào,manners; polite,我今天學到「禮貌」這個詞。,wǒ jīntiān xuédào lǐmào zhège cí.,"Today I learned the word ""manners; polite.""",B1,social,noun,Core Content,
Taiwan Mandarin,害羞,hàixiū ,hàixiū,hāixiū,hàixiǔ,hǎixiū,shy,我今天學到「害羞」這個詞。,wǒ jīntiān xuédào hàixiū zhège cí.,"Today I learned the word ""shy.""",B1,feelings,adjective,Core Content,
Taiwan Mandarin,關心,guānxīn ,guānxīn,guánxīn,guānxǐn,guànxīn,to care about,我今天學到「關心」這個詞。,wǒ jīntiān xuédào guānxīn zhège cí.,"Today I learned the word ""to care about.""",B1,relationships,verb,Core Content,
Taiwan Mandarin,心情,xīnqíng ,xīnqíng,xínqíng,xīnqìng,xìnqíng,mood,我今天學到「心情」這個詞。,wǒ jīntiān xuédào xīnqíng zhège cí.,"Today I learned the word ""mood.""",B1,feelings,noun,Core Content,
Taiwan Mandarin,幸福,xìngfú ,xìngfú,xīngfú,xìngfù,xǐngfú,happiness; blessed,我今天學到「幸福」這個詞。,wǒ jīntiān xuédào xìngfú zhège cí.,"Today I learned the word ""happiness; blessed.""",B1,feelings,noun,Core Content,
Taiwan Mandarin,差,cha,cha,chā,chá,chǎ,poor; bad; to differ,我今天學到「差」這個詞。,wǒ jīntiān xuédào cha zhège cí.,"Today I learned the word ""poor; bad; to differ.""",B1,description,adjective,Core Content,
Taiwan Mandarin,兄弟,xiōngdì ,xiōngdì,xióngdì,xiōngdí,xiòngdì,brothers; siblings,我今天學到「兄弟」這個詞。,wǒ jīntiān xuédào xiōngdì zhège cí.,"Today I learned the word ""brothers; siblings.""",B1,family,noun,Core Content,
Taiwan Mandarin,阿姨,āyí,āyí,áyí,āyì,àyí,auntie; mother's sister,我今天學到「阿姨」這個詞。,wǒ jīntiān xuédào āyí zhège cí.,"Today I learned the word ""auntie; mother's sister.""",B1,family,noun,Core Content,
Taiwan Mandarin,身邊,shēnbiān ,shēnbiān,shénbiān,shēnbiǎn,shènbiān,at one's side; around someone,我今天學到「身邊」這個詞。,wǒ jīntiān xuédào shēnbiān zhège cí.,"Today I learned the word ""at one's side; around someone.""",B1,place,noun phrase,Core Content,
Taiwan Mandarin,身高,shēngāo ,shēngāo,shéngāo,shēngǎo,shèngāo,height,我今天學到「身高」這個詞。,wǒ jīntiān xuédào shēngāo zhège cí.,"Today I learned the word ""height.""",B1,body,noun,Core Content,
Taiwan Mandarin,長大,zhăngdà ,zhǎngdà,zhàngdà,zhǎngdá,zhángdà,to grow up,我今天學到「長大」這個詞。,wǒ jīntiān xuédào zhǎngdà zhège cí.,"Today I learned the word ""to grow up.""",B1,life,verb phrase,Core Content,
Taiwan Mandarin,經理,jīnglĭ,jīnglǐ,jínglǐ,jīnglī,jìnglǐ,manager,我今天學到「經理」這個詞。,wǒ jīntiān xuédào jīnglǐ zhège cí.,"Today I learned the word ""manager.""",B1,work,noun,Core Content,
Taiwan Mandarin,教書,jiāoshū ,jiāoshū,jiáoshū,jiāoshǔ,jiàoshū,to teach,我今天學到「教書」這個詞。,wǒ jīntiān xuédào jiāoshū zhège cí.,"Today I learned the word ""to teach.""",B1,work,verb,Core Content,
Taiwan Mandarin,開會,kāihuì ,kāihuì,káihuì,kāihuí,kàihuì,to hold a meeting,我今天學到「開會」這個詞。,wǒ jīntiān xuédào kāihuì zhège cí.,"Today I learned the word ""to hold a meeting.""",B1,work,verb phrase,Core Content,
Taiwan Mandarin,加班,jiābān ,jiābān,jiábān,jiābǎn,jiàbān,to work overtime,我今天學到「加班」這個詞。,wǒ jīntiān xuédào jiābān zhège cí.,"Today I learned the word ""to work overtime.""",B1,work,verb phrase,Core Content,
Taiwan Mandarin,危險,wéixiăn ,wéixiǎn,wěixiǎn,wéixiān,wēixiǎn,dangerous,我今天學到「危險」這個詞。,wǒ jīntiān xuédào wéixiǎn zhège cí.,"Today I learned the word ""dangerous.""",B1,safety,adjective,Core Content,
Taiwan Mandarin,安全,ānquán ,ānquán,ánquán,ānquàn,ànquán,safe; safety,我今天學到「安全」這個詞。,wǒ jīntiān xuédào ānquán zhège cí.,"Today I learned the word ""safe; safety.""",B1,safety,noun,Core Content,
Taiwan Mandarin,成功,chénggōng ,chénggōng,chěnggōng,chénggǒng,chēnggōng,successful; success,我今天學到「成功」這個詞。,wǒ jīntiān xuédào chénggōng zhège cí.,"Today I learned the word ""successful; success.""",B1,work,noun,Core Content,
Taiwan Mandarin,報告,bàogào ,bàogào,bāogào,bàogáo,bǎogào,report,我今天學到「報告」這個詞。,wǒ jīntiān xuédào bàogào zhège cí.,"Today I learned the word ""report.""",B1,work,noun,Core Content,
Taiwan Mandarin,資料,zīliào ,zīliào,zíliào,zīliáo,zìliào,materials; data; information,我今天學到「資料」這個詞。,wǒ jīntiān xuédào zīliào zhège cí.,"Today I learned the word ""materials; data; information.""",B1,work,noun,Core Content,
Taiwan Mandarin,管理,guănlĭ,guǎnlǐ,guànlǐ,guǎnlī,guánlǐ,to manage; management,我今天學到「管理」這個詞。,wǒ jīntiān xuédào guǎnlǐ zhège cí.,"Today I learned the word ""to manage; management.""",B1,work,verb,Core Content,
Taiwan Mandarin,做法/作法,zuòfă ,zuòfǎ,zuōfǎ,zuòfā,zuǒfǎ,method; way of doing something,我今天學到「做法」這個詞。,wǒ jīntiān xuédào zuòfǎ zhège cí.,"Today I learned the word ""method; way of doing something.""",B1,ideas,noun,Core Content,
Taiwan Mandarin,看法,kànfă,kànfǎ,kānfǎ,kànfā,kǎnfǎ,viewpoint; opinion,我今天學到「看法」這個詞。,wǒ jīntiān xuédào kànfǎ zhège cí.,"Today I learned the word ""viewpoint; opinion.""",B1,ideas,noun,Core Content,
Taiwan Mandarin,辦,bàn ,bàn,bān,bán,bǎn,to handle; to do,我今天學到「辦」這個詞。,wǒ jīntiān xuédào bàn zhège cí.,"Today I learned the word ""to handle; to do.""",B1,work,verb,Core Content,
Taiwan Mandarin,打工,dăgōng ,dǎgōng,dàgōng,dǎgǒng,dágōng,to work part-time,我今天學到「打工」這個詞。,wǒ jīntiān xuédào dǎgōng zhège cí.,"Today I learned the word ""to work part-time.""",B1,work,verb phrase,Core Content,
Taiwan Mandarin,選,xuăn ,xuǎn,xuàn,xuān,xuán,to choose,我今天學到「選」這個詞。,wǒ jīntiān xuédào xuǎn zhège cí.,"Today I learned the word ""to choose.""",B1,choices,verb,Core Content,
Taiwan Mandarin,嚴重,yánzhòng ,yánzhòng,yǎnzhòng,yánzhóng,yānzhòng,serious; severe,我今天學到「嚴重」這個詞。,wǒ jīntiān xuédào yánzhòng zhège cí.,"Today I learned the word ""serious; severe.""",B1,description,adjective,Core Content,
Taiwan Mandarin,正式,zhèngshì ,zhèngshì,zhēngshì,zhèngshí,zhěngshì,formal; official,我今天學到「正式」這個詞。,wǒ jīntiān xuédào zhèngshì zhège cí.,"Today I learned the word ""formal; official.""",B1,description,adjective,Core Content,
Taiwan Mandarin,查,chá ,chá,chǎ,chà,chā,to check; to look up,我今天學到「查」這個詞。,wǒ jīntiān xuédào chá zhège cí.,"Today I learned the word ""to check; to look up.""",B1,study,verb,Core Content,
Taiwan Mandarin,考,kăo ,kǎo,kào,kāo,káo,to test; exam,我今天學到「考」這個詞。,wǒ jīntiān xuédào kǎo zhège cí.,"Today I learned the word ""to test; exam.""",B1,study,verb,Core Content,
Taiwan Mandarin,例如,lìrú ,lìrú,līrú,lìrù,lǐrú,for example,我今天學到「例如」這個詞。,wǒ jīntiān xuédào lìrú zhège cí.,"Today I learned the word ""for example.""",B1,study,phrase,Core Content,
Taiwan Mandarin,例(子),lì(zi) ,lì(zi),lī(zi),lí(zi),lǐ(zi),example,我今天學到「例」這個詞。,wǒ jīntiān xuédào lì(zi) zhège cí.,"Today I learned the word ""example.""",B1,study,noun,Core Content,
Taiwan Mandarin,題目,tímù ,tímù,tǐmù,tímú,tīmù,topic; question title,我今天學到「題目」這個詞。,wǒ jīntiān xuédào tímù zhège cí.,"Today I learned the word ""topic; question title.""",B1,study,noun,Core Content,
Taiwan Mandarin,題,tí ,tí,tǐ,tì,tī,question; topic,我今天學到「題」這個詞。,wǒ jīntiān xuédào tí zhège cí.,"Today I learned the word ""question; topic.""",B1,study,noun,Core Content,
Taiwan Mandarin,答案,dáàn ,dáàn,dǎàn,dáán,dāàn,answer,我今天學到「答案」這個詞。,wǒ jīntiān xuédào dáàn zhège cí.,"Today I learned the word ""answer.""",B1,study,noun,Core Content,
Taiwan Mandarin,念書/唸書,niànshū ,niànshū,niānshū,niànshǔ,niǎnshū,to study; to read,我今天學到「念書」這個詞。,wǒ jīntiān xuédào niànshū zhège cí.,"Today I learned the word ""to study; to read.""",B1,study,verb phrase,Core Content,
Taiwan Mandarin,歷史,lìshĭ,lìshǐ,līshǐ,lìshī,lǐshǐ,history,我今天學到「歷史」這個詞。,wǒ jīntiān xuédào lìshǐ zhège cí.,"Today I learned the word ""history.""",B1,school,noun,Core Content,
Taiwan Mandarin,數學,shùxué ,shùxué,shūxué,shùxuè,shǔxué,mathematics,我今天學到「數學」這個詞。,wǒ jīntiān xuédào shùxué zhège cí.,"Today I learned the word ""mathematics.""",B1,school,noun,Core Content,
Taiwan Mandarin,書法,shūfă ,shūfǎ,shúfǎ,shūfā,shùfǎ,calligraphy,我今天學到「書法」這個詞。,wǒ jīntiān xuédào shūfǎ zhège cí.,"Today I learned the word ""calligraphy.""",B1,school,noun,Core Content,
Taiwan Mandarin,英語,yīngyǔ,yīngyǔ,yíngyǔ,yīngyū,yìngyǔ,English language,我今天學到「英語」這個詞。,wǒ jīntiān xuédào yīngyǔ zhège cí.,"Today I learned the word ""English language.""",B1,language,noun,Core Content,
Taiwan Mandarin,作文,zuòwén ,zuòwén,zuōwén,zuòwèn,zuǒwén,composition; essay,我今天學到「作文」這個詞。,wǒ jīntiān xuédào zuòwén zhège cí.,"Today I learned the word ""composition; essay.""",B1,school,noun,Core Content,
Taiwan Mandarin,漢字,hànzì ,hànzì,hānzì,hànzí,hǎnzì,Chinese characters,我今天學到「漢字」這個詞。,wǒ jīntiān xuédào hànzì zhège cí.,"Today I learned the word ""Chinese characters.""",B1,language,noun,Core Content,
Taiwan Mandarin,詞,cí ,cí,cǐ,cì,cī,word; term,我今天學到「詞」這個詞。,wǒ jīntiān xuédào cí zhège cí.,"Today I learned the word ""word; term.""",B1,language,noun,Core Content,
Taiwan Mandarin,文法,wénfă ,wénfǎ,wěnfǎ,wénfā,wēnfǎ,grammar,我今天學到「文法」這個詞。,wǒ jīntiān xuédào wénfǎ zhège cí.,"Today I learned the word ""grammar.""",B1,language,noun,Core Content,
Taiwan Mandarin,加上,jiāshàng ,jiāshàng,jiáshàng,jiāsháng,jiàshàng,to add; plus,我今天學到「加上」這個詞。,wǒ jīntiān xuédào jiāshàng zhège cí.,"Today I learned the word ""to add; plus.""",B1,math,verb phrase,Core Content,
Taiwan Mandarin,減,jiăn ,jiǎn,jiàn,jiān,jián,to subtract; minus,我今天學到「減」這個詞。,wǒ jīntiān xuédào jiǎn zhège cí.,"Today I learned the word ""to subtract; minus.""",B1,math,verb,Core Content,
Taiwan Mandarin,乘,chéng ,chéng,chěng,chèng,chēng,to multiply,我今天學到「乘」這個詞。,wǒ jīntiān xuédào chéng zhège cí.,"Today I learned the word ""to multiply.""",B1,math,verb,Core Content,
Taiwan Mandarin,除,chú ,chú,chǔ,chù,chū,to divide,我今天學到「除」這個詞。,wǒ jīntiān xuédào chú zhège cí.,"Today I learned the word ""to divide.""",B1,math,verb,Core Content,
Taiwan Mandarin,國小,guóxiăo ,guóxiǎo,guǒxiǎo,guóxiāo,guōxiǎo,elementary school,我今天學到「國小」這個詞。,wǒ jīntiān xuédào guóxiǎo zhège cí.,"Today I learned the word ""elementary school.""",B1,school,noun,Core Content,
Taiwan Mandarin,中學,zhōngxué ,zhōngxué,zhóngxué,zhōngxuè,zhòngxué,middle school; secondary school,我今天學到「中學」這個詞。,wǒ jīntiān xuédào zhōngxué zhège cí.,"Today I learned the word ""middle school; secondary school.""",B1,school,noun,Core Content,
Taiwan Mandarin,學院,xuéyuàn ,xuéyuàn,xuěyuàn,xuéyuán,xuēyuàn,college; institute,我今天學到「學院」這個詞。,wǒ jīntiān xuédào xuéyuàn zhège cí.,"Today I learned the word ""college; institute.""",B1,school,noun,Core Content,
Taiwan Mandarin,大學生,dàxuéshēng ,dàxuéshēng,dāxuéshēng,dàxuèshēng,dàxuéshèng,college student,我今天學到「大學生」這個詞。,wǒ jīntiān xuédào dàxuéshēng zhège cí.,"Today I learned the word ""college student.""",B1,school,noun,Core Content,
Taiwan Mandarin,教授,jiàoshòu ,jiàoshòu,jiāoshòu,jiàoshóu,jiǎoshòu,professor,我今天學到「教授」這個詞。,wǒ jīntiān xuédào jiàoshòu zhège cí.,"Today I learned the word ""professor.""",B1,school,noun,Core Content,
Taiwan Mandarin,放假,fàngjià,fàngjià,fāngjià,fàngjiá,fǎngjià,to have a holiday; vacation starts,我今天學到「放假」這個詞。,wǒ jīntiān xuédào fàngjià zhège cí.,"Today I learned the word ""to have a holiday; vacation starts.""",B1,school,verb phrase,Core Content,
Taiwan Mandarin,春假,chūnjià ,chūnjià,chúnjià,chūnjiá,chùnjià,spring break,我今天學到「春假」這個詞。,wǒ jīntiān xuédào chūnjià zhège cí.,"Today I learned the word ""spring break.""",B1,school,noun,Core Content,
Taiwan Mandarin,暑假,shŭjià ,shǔjià,shùjià,shǔjiá,shújià,summer vacation,我今天學到「暑假」這個詞。,wǒ jīntiān xuédào shǔjià zhège cí.,"Today I learned the word ""summer vacation.""",B1,school,noun,Core Content,
Taiwan Mandarin,寒假,hánjià ,hánjià,hǎnjià,hánjiá,hānjià,winter vacation,我今天學到「寒假」這個詞。,wǒ jīntiān xuédào hánjià zhège cí.,"Today I learned the word ""winter vacation.""",B1,school,noun,Core Content,
Taiwan Mandarin,假,jià ,jià,jiā,jiá,jiǎ,vacation; leave,我今天學到「假」這個詞。,wǒ jīntiān xuédào jià zhège cí.,"Today I learned the word ""vacation; leave.""",B1,school,noun,Core Content,
Taiwan Mandarin,畢業,bìyè ,bìyè,bīyè,bìyé,bǐyè,to graduate,我今天學到「畢業」這個詞。,wǒ jīntiān xuédào bìyè zhège cí.,"Today I learned the word ""to graduate.""",B1,school,verb,Core Content,
Taiwan Mandarin,學期,xuéqí ,xuéqí,xuěqí,xuéqì,xuēqí,semester,我今天學到「學期」這個詞。,wǒ jīntiān xuédào xuéqí zhège cí.,"Today I learned the word ""semester.""",B1,school,noun,Core Content,
Taiwan Mandarin,服務,fúwù ,fúwù,fǔwù,fúwú,fūwù,service; to serve,我今天學到「服務」這個詞。,wǒ jīntiān xuédào fúwù zhège cí.,"Today I learned the word ""service; to serve.""",B1,work,noun,Core Content,
Taiwan Mandarin,室友,shìyŏu,shìyǒu,shīyǒu,shìyōu,shǐyǒu,roommate,我今天學到「室友」這個詞。,wǒ jīntiān xuédào shìyǒu zhège cí.,"Today I learned the word ""roommate.""",B1,home,noun,Core Content,
Taiwan Mandarin,操場,cāochăng ,cāochǎng,cáochǎng,cāochāng,càochǎng,sports field; playground,我今天學到「操場」這個詞。,wǒ jīntiān xuédào cāochǎng zhège cí.,"Today I learned the word ""sports field; playground.""",B1,school,noun,Core Content,
Taiwan Mandarin,校園,xiàoyuán ,xiàoyuán,xiāoyuán,xiàoyuàn,xiǎoyuán,campus,我今天學到「校園」這個詞。,wǒ jīntiān xuédào xiàoyuán zhège cí.,"Today I learned the word ""campus.""",B1,school,noun,Core Content,
Taiwan Mandarin,位子,wèizi ,wèizi,wēizi,wéizi,wěizi,seat; place,我今天學到「位子」這個詞。,wǒ jīntiān xuédào wèizi zhège cí.,"Today I learned the word ""seat; place.""",B1,school,noun,Core Content,
Taiwan Mandarin,書桌,shūzhuō ,shūzhuō,shúzhuō,shūzhuǒ,shùzhuō,desk,我今天學到「書桌」這個詞。,wǒ jīntiān xuédào shūzhuō zhège cí.,"Today I learned the word ""desk.""",B1,school,noun,Core Content,
