language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,教,jiào ,jiào,jiāo,jiáo,jiǎo,to teach,他教我怎麼用手機買車票，說明得很清楚。,"tā jiào wǒ zěnme yòng shǒujī mǎi chēpiào, shuōmíng de hěn qīngchǔ.",He taught me how to buy a train ticket with my phone and explained it very clearly.,B2,education,verb,Core Content,
Taiwan Mandarin,教材,jiàocái ,jiàocái,jiāocái,jiàocài,jiǎocái,teaching material,這套教材把新聞、影片和討論問題放在一起，適合中級學生使用。,"zhè tào jiàocái bǎ xīnwén, yǐngpiàn hé tǎolùn wèntí fàng zài yìqǐ, shìhé zhōngjí xuéshēng shǐyòng.","This set of teaching materials combines news, videos, and discussion questions, making it suitable for intermediate students.",B2,education,noun,Core Content,
Taiwan Mandarin,教導,jiàodăo ,jiàodǎo,jiāodǎo,jiàodāo,jiǎodǎo,to guide; to teach,父母的教導影響了他對工作和責任的看法。,fùmǔ de jiàodǎo yǐngxiǎng le tā duì gōngzuò hé zérèn de kànfǎ.,His parents' guidance influenced his views on work and responsibility.,B2,education,verb,Core Content,
Taiwan Mandarin,教法,jiàofă ,jiàofǎ,jiāofǎ,jiàofā,jiǎofǎ,teaching method,這位老師的教法很有彈性，會根據學生的程度調整活動。,"zhè wèi lǎoshī de jiàofǎ hěn yǒu tánxìng, huì gēnjù xuéshēng de chéngdù tiáozhěng huódòng.",This teacher's teaching method is flexible and adjusts activities based on students' levels.,B2,education,noun,Core Content,
Taiwan Mandarin,教練,jiàoliàn ,jiàoliàn,jiāoliàn,jiàolián,jiǎoliàn,coach,教練提醒選手，速度重要，但是穩定的心態更重要。,"jiàoliàn tíxǐng xuǎnshǒu, sùdù zhòngyào, dànshì wěndìng de xīntài gèng zhòngyào.","The coach reminded the athletes that speed matters, but a steady mindset matters even more.",B2,sports,noun,Core Content,
Taiwan Mandarin,教師,jiàoshī ,jiàoshī,jiāoshī,jiàoshǐ,jiǎoshī,teacher; educator,許多教師正在學習如何把線上工具放進課堂。,xǔduō jiàoshī zhèngzài xuéxí rúhé bǎ xiànshàng gōngjù fàng jìn kètáng.,Many teachers are learning how to bring online tools into the classroom.,B2,education,noun,Core Content,
Taiwan Mandarin,教堂,jiàotáng ,jiàotáng,jiāotáng,jiàotàng,jiǎotáng,church,這座老教堂保留了日治時期的建築特色，吸引不少遊客參觀。,"zhè zuò lǎo jiàotáng bǎoliú le rìzhì shíqí de jiànzhú tèsè, xīyǐn bù shǎo yóukè cānguān.",This old church preserves architectural features from the Japanese colonial period and attracts many visitors.,B2,places,noun,Core Content,
Taiwan Mandarin,教訓,jiàoxùn ,jiàoxùn,jiāoxùn,jiàoxún,jiǎoxùn,lesson; to teach someone a lesson,那次失敗給了我們一個重要的教訓：不要在最後一天才開始準備。,nà cì shībài gěi le wǒmen yí ge zhòngyào de jiàoxùn: bú yào zài zuìhòu yì tiān cái kāishǐ zhǔnbèi.,That failure taught us an important lesson: do not start preparing on the last day.,B2,learning,noun,Core Content,
Taiwan Mandarin,加強,jiāqiáng ,jiāqiáng,jiáqiáng,jiāqiàng,jiàqiáng,to strengthen,為了準備面試，她每天加強口說練習，也請朋友給她建議。,"wèile zhǔnbèi miànshì, tā měitiān jiāqiáng kǒushuō liànxí, yě qǐng péngyǒu gěi tā jiànyì.","To prepare for the interview, she strengthens her speaking practice every day and asks friends for advice.",B2,improvement,verb,Core Content,
Taiwan Mandarin,加入,jiārù ,jiārù,jiárù,jiārú,jiàrù,to join; to add,他加入志工團隊後，才真正了解社區裡有哪些需要。,"tā jiārù zhìgōng tuánduì hòu, cái zhēnzhèng liǎojiě shèqū lǐ yǒu nǎxiē xūyào.","After joining the volunteer team, he truly understood what needs existed in the community.",B2,participation,verb,Core Content,
Taiwan Mandarin,家鄉,jiāxiāng ,jiāxiāng,jiáxiāng,jiāxiǎng,jiàxiāng,hometown,每次回到家鄉，她都會去市場買小時候最愛吃的點心。,"měi cì huí dào jiāxiāng, tā dōu huì qù shìchǎng mǎi xiǎoshíhòu zuì ài chī de diǎnxīn.","Every time she returns to her hometown, she goes to the market to buy the snacks she loved as a child.",B2,places,noun,Core Content,
Taiwan Mandarin,家長,jiāzhăng ,jiāzhǎng,jiázhǎng,jiāzhāng,jiàzhǎng,parent; guardian,學校請家長一起討論學生使用手機的時間限制。,xuéxiào qǐng jiāzhǎng yìqǐ tǎolùn xuéshēng shǐyòng shǒujī de shíjiān xiànzhì.,The school asked parents to discuss time limits for students' phone use together.,B2,family,noun,Core Content,
Taiwan Mandarin,假如,jiărú ,jiǎrú,jiàrú,jiǎrù,jiárú,if; supposing,假如明天下大雨，我們就把戶外活動改到室內。,"jiǎrú míngtiān xià dàyǔ, wǒmen jiù bǎ hùwài huódòng gǎi dào shìnèi.","If it rains heavily tomorrow, we will move the outdoor activity indoors.",B2,condition,conjunction,Core Content,
Taiwan Mandarin,假裝,jiăzhuāng ,jiǎzhuāng,jiàzhuāng,jiǎzhuǎng,jiázhuāng,to pretend,他明明聽懂了問題，卻假裝沒聽見，想避開尷尬的回答。,"tā míngmíng tīngdǒng le wèntí, què jiǎzhuāng méi tīngjiàn, xiǎng bìkāi gāngà de huídá.","He clearly understood the question, but pretended not to hear it to avoid an awkward answer.",B2,behavior,verb,Core Content,
Taiwan Mandarin,價錢,jiàqián ,jiàqián,jiāqián,jiàqiàn,jiǎqián,price,這台腳踏車的價錢不低，不過品質和售後服務都很好。,"zhè tái jiǎotàchē de jiàqián bù dī, búguò pǐnzhí hé shòuhòu fúwù dōu hěn hǎo.","The price of this bicycle is not low, but the quality and after-sales service are both very good.",B2,shopping,noun,Core Content,
Taiwan Mandarin,價值,jiàzhí ,jiàzhí,jiāzhí,jiàzhì,jiǎzhí,value,對他來說，這張舊照片的價值不是金錢，而是家庭回憶。,"duì tā lái shuō, zhè zhāng jiù zhàopiàn de jiàzhí bú shì jīnqián, ér shì jiātíng huíyì.","For him, the value of this old photo is not money, but family memories.",B2,value,noun,Core Content,
Taiwan Mandarin,接觸,jiēchù ,jiēchù,jiéchù,jiēchú,jièchù,to come into contact with,搬到台南以後，他有更多機會接觸傳統市場和在地文化。,"bān dào táinán yǐhòu, tā yǒu gèng duō jīhuì jiēchù chuántǒng shìchǎng hé zàidì wénhuà.","After moving to Tainan, he had more chances to come into contact with traditional markets and local culture.",B2,experience,verb,Core Content,
Taiwan Mandarin,接受,jiēshòu ,jiēshòu,jiéshòu,jiēshóu,jièshòu,to accept,一開始他不太能接受新的工作方式，後來發現效率真的提高了。,"yì kāishǐ tā bù tài néng jiēshòu xīn de gōngzuò fāngshì, hòulái fāxiàn xiàolǜ zhēn de tígāo le.","At first he could not really accept the new work style, but later he found that efficiency really improved.",B2,attitude,verb,Core Content,
Taiwan Mandarin,結,jié ,jié,jiě,jiè,jiē,to tie; to form; to conclude,他們在活動中結下友誼，畢業後還一直保持聯絡。,"tāmen zài huódòng zhōng jié xià yǒuyì, bìyè hòu hái yìzhí bǎochí liánluò.",They formed a friendship during the activity and kept in touch after graduation.,B2,relationships,verb,Core Content,
Taiwan Mandarin,節,jié ,jié,jiě,jiè,jiē,section; festival; measure word for class,老師把這篇文章分成三節，讓學生一步一步討論。,"lǎoshī bǎ zhè piān wénzhāng fēn chéng sān jié, ràng xuéshēng yí bù yí bù tǎolùn.",The teacher divided the article into three sections so students could discuss it step by step.,B2,structure,noun,Core Content,
Taiwan Mandarin,節目,jiémù ,jiémù,jiěmù,jiémú,jiēmù,program; show,這個節目介紹台灣各地的小吃，也訪問了很多店家。,"zhège jiémù jièshào táiwān gèdì de xiǎochī, yě fǎngwèn le hěn duō diànjiā.",This program introduces snacks from around Taiwan and also interviews many shop owners.,B2,media,noun,Core Content,
Taiwan Mandarin,結局,jiéjú ,jiéjú,jiějú,jiéjù,jiējú,ending; conclusion,電影的結局沒有直接回答問題，反而讓觀眾自己思考。,"diànyǐng de jiéjú méiyǒu zhíjiē huídá wèntí, fǎn'ér ràng guānzhòng zìjǐ sīkǎo.","The movie's ending does not answer the question directly; instead, it lets the audience think for themselves.",B2,story,noun,Core Content,
Taiwan Mandarin,解決,jiějué,jiějué,jièjué,jiějuè,jiéjué,to solve,如果想解決交通問題，政府需要同時改善公車和人行道。,"rúguǒ xiǎng jiějué jiāotōng wèntí, zhèngfǔ xūyào tóngshí gǎishàn gōngchē hé rénxíngdào.","To solve traffic problems, the government needs to improve both buses and sidewalks.",B2,problem solving,verb,Core Content,
Taiwan Mandarin,姊妹,jiěmèi ,jiěmèi,jièmèi,jiěméi,jiémèi,sisters,這對姊妹雖然個性不同，遇到困難時卻總是互相支持。,"zhè duì jiěmèi suīrán gèxìng bùtóng, yù dào kùnnán shí què zǒngshì hùxiāng zhīchí.","Although these sisters have different personalities, they always support each other when facing difficulties.",B2,family,noun,Core Content,
Taiwan Mandarin,解釋,jiěshì ,jiěshì,jièshì,jiěshí,jiéshì,to explain; explanation,他把資料做成圖表，這樣比較容易向客戶解釋結果。,"tā bǎ zīliào zuò chéng túbiǎo, zhèyàng bǐjiào róngyì xiàng kèhù jiěshì jiéguǒ.",He turned the data into charts so it would be easier to explain the results to clients.,B2,communication,verb,Core Content,
Taiwan Mandarin,斤,jīn,jīn,jín,jǐn,jìn,catty; a unit of weight,市場的芒果一斤八十元，老闆說今天的特別甜。,"shìchǎng de mángguǒ yì jīn bāshí yuán, lǎobǎn shuō jīntiān de tèbié tián.","The mangoes at the market are eighty dollars per catty, and the vendor says today's are especially sweet.",B2,measurement,measure word,Core Content,
Taiwan Mandarin,金(子),jīn(zi),jīn(zi),jín(zi),jǐn(zi),jìn(zi),gold,奶奶把一條金子項鍊留給媽媽，說那是家裡重要的紀念。,"nǎinai bǎ yì tiáo jīnzi xiàngliàn liú gěi māma, shuō nà shì jiālǐ zhòngyào de jìniàn.","Grandma left a gold necklace to Mom, saying it was an important family keepsake.",B2,materials,noun,Core Content,
Taiwan Mandarin,緊,jĭn ,jǐn,jìn,jīn,jín,tight; urgent,時間很緊，我們最好先決定重點，再處理細節。,"shíjiān hěn jǐn, wǒmen zuìhǎo xiān juédìng zhòngdiǎn, zài chǔlǐ xìjié.","Time is tight, so we had better decide the main points first and handle the details later.",B2,time,adjective,Core Content,
Taiwan Mandarin,僅,jĭn ,jǐn,jìn,jīn,jín,only; merely,這份報告僅提供初步資料，不能當作最後結論。,"zhè fèn bàogào jǐn tígōng chūbù zīliào, bù néng dàngzuò zuìhòu jiélùn.",This report only provides preliminary information and cannot be treated as the final conclusion.,B2,degree,adverb,Core Content,
Taiwan Mandarin,僅僅,jĭnjĭn,jǐnjǐn,jìnjǐn,jǐnjīn,jínjǐn,only; merely,他來台灣僅僅半年，就已經能用中文處理日常事情。,"tā lái táiwān jǐnjǐn bàn nián, jiù yǐjīng néng yòng zhōngwén chǔlǐ rìcháng shìqíng.","He has been in Taiwan for only half a year, yet he can already handle daily matters in Chinese.",B2,degree,adverb,Core Content,
Taiwan Mandarin,盡,jìn ,jìn,jīn,jín,jǐn,to exhaust; to do to the fullest,我們已經盡了最大的努力，接下來只能等待結果。,"wǒmen yǐjīng jìn le zuì dà de nǔlì, jiē xiàlái zhǐ néng děngdài jiéguǒ.",We have done our very best; now all we can do is wait for the result.,B2,effort,verb,Core Content,
Taiwan Mandarin,進,jìn ,jìn,jīn,jín,jǐn,to enter; to advance,請先把資料輸進系統，主管明天早上會檢查。,"qǐng xiān bǎ zīliào shū jìn xìtǒng, zhǔguǎn míngtiān zǎoshàng huì jiǎnchá.",Please enter the data into the system first; the manager will check it tomorrow morning.,B2,movement,verb,Core Content,
Taiwan Mandarin,經,jīng ,jīng,jíng,jǐng,jìng,to pass through; via,這班公車經台北車站，所以早上尖峰時間常常很擠。,"zhè bān gōngchē jīng táiběi chēzhàn, suǒyǐ zǎoshàng jiānfēng shíjiān chángcháng hěn jǐ.","This bus goes via Taipei Main Station, so it is often crowded during morning rush hour.",B2,movement,preposition,Core Content,
Taiwan Mandarin,經費,jīngfèi ,jīngfèi,jíngfèi,jīngféi,jìngfèi,funding; expenses,因為經費不足，學校決定先修理最危險的那棟教室。,"yīnwèi jīngfèi bùzú, xuéxiào juédìng xiān xiūlǐ zuì wēixiǎn de nà dòng jiàoshì.","Because funding was insufficient, the school decided to repair the most dangerous classroom building first.",B2,money,noun,Core Content,
Taiwan Mandarin,經過,jīngguò ,jīngguò,jíngguò,jīngguó,jìngguò,to pass by; after; process,經過三個月的討論，社區終於決定怎麼使用那塊空地。,"jīngguò sān ge yuè de tǎolùn, shèqū zhōngyú juédìng zěnme shǐyòng nà kuài kòngdì.","After three months of discussion, the community finally decided how to use that empty lot.",B2,process,verb,Core Content,
Taiwan Mandarin,驚訝,jīngyà  ,jīngyà,jíngyà,jīngyá,jìngyà,surprised,聽到他要搬去花蓮開書店，大家都很驚訝。,"tīng dào tā yào bān qù huālián kāi shūdiàn, dàjiā dōu hěn jīngyà.",Everyone was surprised to hear that he was moving to Hualien to open a bookstore.,B2,emotion,adjective,Core Content,
Taiwan Mandarin,經驗,jīngyàn ,jīngyàn,jíngyàn,jīngyán,jìngyàn,experience,這份工作不要求很多經驗，但需要願意學習和溝通。,"zhè fèn gōngzuò bù yāoqiú hěn duō jīngyàn, dàn xūyào yuànyì xuéxí hé gōutōng.","This job does not require much experience, but it requires willingness to learn and communicate.",B2,work,noun,Core Content,
Taiwan Mandarin,警察,jĭngchá ,jǐngchá,jìngchá,jǐngchà,jíngchá,police officer,警察提醒民眾，晚上騎車一定要開燈並注意路口。,"jǐngchá tíxǐng mínzhòng, wǎnshàng qí chē yídìng yào kāi dēng bìng zhùyì lùkǒu.",The police reminded the public to turn on their lights when riding at night and pay attention at intersections.,B2,public safety,noun,Core Content,
Taiwan Mandarin,儘管,jĭnguăn ,jǐnguǎn,jìnguǎn,jǐnguān,jínguǎn,although; despite,儘管天氣很熱，志工們還是完成了河岸清理。,"jǐnguǎn tiānqì hěn rè, zhìgōngmen háishì wánchéng le hé'àn qīnglǐ.","Although the weather was very hot, the volunteers still completed the riverbank cleanup.",B2,concession,conjunction,Core Content,
Taiwan Mandarin,進行,jìnxíng ,jìnxíng,jīnxíng,jìnxìng,jǐnxíng,to carry out; to proceed,會議正在進行，請把手機調成靜音。,"huìyì zhèngzài jìnxíng, qǐng bǎ shǒujī tiáo chéng jìngyīn.","The meeting is in progress, so please set your phone to silent mode.",B2,process,verb,Core Content,
Taiwan Mandarin,進一步,jìnyībù  ,jìnyībù,jīnyībù,jìnyǐbù,jìnyībǔ,further; one step further,收到問卷結果後，我們需要進一步了解學生真正的需求。,"shōu dào wènjuàn jiéguǒ hòu, wǒmen xūyào jìnyíbù liǎojiě xuéshēng zhēnzhèng de xūqiú.","After receiving the survey results, we need to further understand students' real needs.",B2,development,adverb,Core Content,
Taiwan Mandarin,酒吧,jiŭbā ,jiǔbā,jiùbā,jiǔbǎ,jiúbā,bar,那間酒吧週末有現場音樂，所以常常需要提前訂位。,"nà jiān jiǔbā zhōumò yǒu xiànchǎng yīnyuè, suǒyǐ chángcháng xūyào tíqián dìng wèi.","That bar has live music on weekends, so reservations are often needed in advance.",B2,places,noun,Core Content,
Taiwan Mandarin,救,jiù ,jiù,jiū,jiú,jiǔ,to save; to rescue,救護車到達以前，路人一起幫忙救受傷的騎士。,"jiùhùchē dàodá yǐqián, lùrén yìqǐ bāngmáng jiù shòushāng de qíshì.","Before the ambulance arrived, passersby helped rescue the injured scooter rider.",B2,emergency,verb,Core Content,
Taiwan Mandarin,就,jiù ,jiù,jiū,jiú,jiǔ,then; exactly; as soon as,你把表格填好以後，就可以拿到櫃台辦理。,"nǐ bǎ biǎogé tián hǎo yǐhòu, jiù kěyǐ ná dào guìtái bànlǐ.","After you finish filling out the form, you can take it to the counter to process it.",B2,sequence,adverb,Core Content,
Taiwan Mandarin,就是,jiùshì ,jiùshì,jiūshì,jiùshí,jiǔshì,exactly; that is,我想找的就是這種不太甜、茶味很重的蛋糕。,"wǒ xiǎng zhǎo de jiùshì zhè zhǒng bú tài tián, chá wèi hěn zhòng de dàngāo.",What I am looking for is exactly this kind of cake: not too sweet and with a strong tea flavor.,B2,emphasis,adverb,Core Content,
Taiwan Mandarin,就算,jiùsuàn ,jiùsuàn,jiūsuàn,jiùsuán,jiǔsuàn,even if,就算結果不理想，我們也能從這次經驗中找到改進的方法。,"jiùsuàn jiéguǒ bù lǐxiǎng, wǒmen yě néng cóng zhè cì jīngyàn zhōng zhǎodào gǎijìn de fāngfǎ.","Even if the result is not ideal, we can still find ways to improve from this experience.",B2,condition,conjunction,Core Content,
Taiwan Mandarin,舅舅(˙ㄐㄧㄡ) /舅,jiùjiu ,jiùjiu,jiūjiu,jiújiu,jiǔjiu,maternal uncle,我舅舅以前是廚師，所以家族聚餐時常常由他負責做菜。,"wǒ jiùjiu yǐqián shì chúshī, suǒyǐ jiāzú jùcān shí chángcháng yóu tā fùzé zuò cài.","My maternal uncle used to be a chef, so he often handles the cooking at family gatherings.",B2,family,noun,Core Content,
Taiwan Mandarin,舅媽,jiùmā,jiùmā,jiūmā,jiùmǎ,jiǔmā,maternal uncle's wife,舅媽很會聊天，每次見面都能讓大家放鬆下來。,"jiùmā hěn huì liáotiān, měi cì jiànmiàn dōu néng ràng dàjiā fàngsōng xiàlái.",My maternal uncle's wife is good at conversation and can always help everyone relax when we meet.,B2,family,noun,Core Content,
Taiwan Mandarin,居住,jūzhù ,jūzhù,júzhù,jūzhú,jùzhù,to reside; to live,這裡有完善的醫療和交通，適合老人長期居住。,"zhèlǐ yǒu wánshàn de yīliáo hé jiāotōng, shìhé lǎorén chángqí jūzhù.","This place has complete medical services and transportation, making it suitable for elderly people to live long term.",B2,housing,verb,Core Content,
Taiwan Mandarin,舉,jŭ,jǔ,jù,jū,jú,to lift; to raise; to cite,討論時，他舉了一個很實際的例子，讓大家馬上聽懂。,"tǎolùn shí, tā jǔ le yí ge hěn shíjì de lìzi, ràng dàjiā mǎshàng tīng dǒng.","During the discussion, he gave a very practical example that everyone understood right away.",B2,communication,verb,Core Content,
Taiwan Mandarin,舉辦,jŭbàn ,jǔbàn,jùbàn,jǔbán,júbàn,to hold; to organize,市政府下個月要舉辦電影節，希望吸引更多年輕人參加。,"shìzhèngfǔ xià ge yuè yào jǔbàn diànyǐngjié, xīwàng xīyǐn gèng duō niánqīngrén cānjiā.",The city government will hold a film festival next month and hopes to attract more young people.,B2,events,verb,Core Content,
Taiwan Mandarin,舉手,jŭshŏu,jǔshǒu,jùshǒu,jǔshōu,júshǒu,to raise one's hand,如果你不同意這個安排，請舉手說明原因。,"rúguǒ nǐ bù tóngyì zhège ānpái, qǐng jǔshǒu shuōmíng yuányīn.","If you disagree with this arrangement, please raise your hand and explain why.",B2,classroom,verb,Core Content,
Taiwan Mandarin,舉行,jŭxíng ,jǔxíng,jùxíng,jǔxìng,júxíng,to hold; to take place,畢業典禮將在星期六上午舉行，家人可以入場觀禮。,"bìyè diǎnlǐ jiāng zài xīngqíliù shàngwǔ jǔxíng, jiārén kěyǐ rùchǎng guānlǐ.","The graduation ceremony will be held on Saturday morning, and family members may enter to watch.",B2,events,verb,Core Content,
Taiwan Mandarin,聚,jù ,jù,jū,jú,jǔ,to gather,中秋節那天，親戚們都聚在阿公家烤肉聊天。,"zhōngqiūjié nà tiān, qīnqīmen dōu jù zài āgōng jiā kǎoròu liáotiān.","On Mid-Autumn Festival, the relatives all gathered at Grandpa's house to barbecue and chat.",B2,social life,verb,Core Content,
Taiwan Mandarin,距,jù ,jù,jū,jú,jǔ,to be away from; distance from,這間旅館距火車站只有五分鐘路程，對旅客很方便。,"zhè jiān lǚguǎn jù huǒchēzhàn zhǐyǒu wǔ fēnzhōng lùchéng, duì lǚkè hěn fāngbiàn.","This hotel is only five minutes from the train station, which is convenient for travelers.",B2,distance,verb,Core Content,
Taiwan Mandarin,拒絕,jùjué ,jùjué,jūjué,jùjuè,jǔjué,to refuse; to reject,她拒絕了那份薪水很高的工作，因為工時太長。,"tā jùjué le nà fèn xīnshuǐ hěn gāo de gōngzuò, yīnwèi gōngshí tài cháng.",She turned down that high-paying job because the working hours were too long.,B2,decision,verb,Core Content,
Taiwan Mandarin,距離,jùlí ,jùlí,jūlí,jùlì,jǔlí,distance,從我家到公司距離不遠，但是早上塞車時仍然要花四十分鐘。,"cóng wǒ jiā dào gōngsī jùlí bù yuǎn, dànshì zǎoshàng sāichē shí réngrán yào huā sìshí fēnzhōng.","The distance from my home to the office is not far, but it still takes forty minutes when there is morning traffic.",B2,distance,noun,Core Content,
Taiwan Mandarin,劇本,jùběn ,jùběn,jūběn,jùbēn,jǔběn,script,演員拿到劇本後，先標出自己不熟悉的台詞。,"yǎnyuán ná dào jùběn hòu, xiān biāo chū zìjǐ bù shúxī de táicí.","After receiving the script, the actor first marked the lines he was unfamiliar with.",B2,arts,noun,Core Content,
Taiwan Mandarin,劇情,jùqíng ,jùqíng,jūqíng,jùqìng,jǔqíng,plot,這部影集的劇情一開始很慢，第三集以後才變得緊張。,"zhè bù yǐngjí de jùqíng yì kāishǐ hěn màn, dì sān jí yǐhòu cái biàn de jǐnzhāng.",The plot of this series is slow at first and only becomes tense after the third episode.,B2,arts,noun,Core Content,
Taiwan Mandarin,具有,jùyŏu ,jùyǒu,jūyǒu,jùyōu,jǔyǒu,to possess; to have,這座城市具有多元文化特色，街上可以看到不同語言的招牌。,"zhè zuò chéngshì jùyǒu duōyuán wénhuà tèsè, jiē shàng kěyǐ kàndào bùtóng yǔyán de zhāopái.","This city has multicultural characteristics, and you can see signs in different languages on the streets.",B2,description,verb,Core Content,
Taiwan Mandarin,絕對,juéduì ,juéduì,juěduì,juéduí,juēduì,absolutely; definitely,這家餐廳的座位很少，週末去的話絕對要先訂位。,"zhè jiā cāntīng de zuòwèi hěn shǎo, zhōumò qù de huà juéduì yào xiān dìng wèi.","This restaurant has very few seats, so if you go on the weekend, you definitely need to reserve first.",B2,degree,adverb,Core Content,
Taiwan Mandarin,角色,juésè,juésè,juěsè,juésé,juēsè,role; character,在這個計畫裡，每個人的角色都很清楚，所以合作起來比較順利。,"zài zhège jìhuà lǐ, měi ge rén de juésè dōu hěn qīngchǔ, suǒyǐ hézuò qǐlái bǐjiào shùnlì.","In this project, everyone's role is clear, so cooperation goes more smoothly.",B2,organization,noun,Core Content,
Taiwan Mandarin,軍隊,jūnduì ,jūnduì,júnduì,jūnduí,jùnduì,army; military force,災害發生後，軍隊協助運送物資到交通中斷的村莊。,"zāihài fāshēng hòu, jūnduì xiézhù yùnsòng wùzī dào jiāotōng zhōngduàn de cūnzhuāng.","After the disaster, the military helped transport supplies to villages where transportation was cut off.",B2,public affairs,noun,Core Content,
Taiwan Mandarin,軍人,jūnrén ,jūnrén,júnrén,jūnrèn,jùnrén,soldier; military personnel,那位軍人退伍後回到家鄉，開了一間小書店。,"nà wèi jūnrén tuìwǔ hòu huí dào jiāxiāng, kāi le yì jiān xiǎo shūdiàn.","After leaving the military, that soldier returned to his hometown and opened a small bookstore.",B2,people,noun,Core Content,
