language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,初,chū ,chū,chú,chǔ,chù,beginning; first stage,學期初，學生都很忙。,"xuéqí chū, xuéshēng dōu hěn máng.","At the beginning of the semester, students are all busy.",B2,time,noun,Core Content,
Taiwan Mandarin,串,chuàn ,chuàn,chuān,chuán,chuǎn,string; skewer; to link together,我買了一串葡萄。,wǒ mǎi le yì chuàn pútao.,I bought a bunch of grapes.,B2,measure,measure word,Core Content,
Taiwan Mandarin,創造,chuàngzào ,chuàngzào,chuāngzào,chuàngzáo,chuǎngzào,to create,好的教育能創造更多機會。,hǎo de jiàoyù néng chuàngzào gèng duō jīhuì.,Good education can create more opportunities.,B2,ideas,verb,Core Content,
Taiwan Mandarin,出版,chūbăn ,chūbǎn,chúbǎn,chūbān,chùbǎn,to publish,這本書去年出版。,zhè běn shū qùnián chūbǎn.,This book was published last year.,B2,media,verb,Core Content,
Taiwan Mandarin,出差,chūchāi ,chūchāi,chúchāi,chūchǎi,chùchāi,to go on a business trip,爸爸下星期要去台北出差。,bàba xià xīngqí yào qù Táiběi chūchāi.,Dad is going to Taipei on a business trip next week.,B2,work,verb,Core Content,
Taiwan Mandarin,出發,chūfā ,chūfā,chúfā,chūfǎ,chùfā,to set out; to depart,我們明天早上八點出發。,wǒmen míngtiān zǎoshang bā diǎn chūfā.,We will depart at eight tomorrow morning.,B2,travel,verb,Core Content,
Taiwan Mandarin,出現,chūxiàn ,chūxiàn,chúxiàn,chūxián,chùxiàn,to appear,問題出現時，請馬上告訴老師。,"wèntí chūxiàn shí, qǐng mǎshàng gàosu lǎoshī.","When a problem appears, please tell the teacher immediately.",B2,events,verb,Core Content,
Taiwan Mandarin,出租,chūzū ,chūzū,chúzū,chūzǔ,chùzū,to rent out,這間房子正在出租。,zhè jiān fángzi zhèngzài chūzū.,This room is currently for rent.,B2,housing,verb,Core Content,
Taiwan Mandarin,處理,chŭlĭ,chǔlǐ,chùlǐ,chǔlī,chúlǐ,to handle; to deal with,我需要時間處理這個問題。,wǒ xūyào shíjiān chǔlǐ zhège wèntí.,I need time to handle this problem.,B2,work,verb,Core Content,
Taiwan Mandarin,廚師,chúshī ,chúshī,chǔshī,chúshǐ,chūshī,chef; cook,這位廚師做的菜很有名。,zhè wèi chúshī zuò de cài hěn yǒumíng.,The food made by this chef is famous.,B2,work,noun,Core Content,
Taiwan Mandarin,吹,chuī,chuī,chuí,chuǐ,chuì,to blow,風一直吹，外面很冷。,"fēng yìzhí chuī, wàimiàn hěn lěng.","The wind keeps blowing, and it is cold outside.",B2,weather,verb,Core Content,
Taiwan Mandarin,此,cĭ,cǐ,cì,cī,cí,this; these,此地禁止停車。,cǐ dì jìnzhǐ tíngchē.,Parking is prohibited here.,B2,function,determiner,Core Content,
Taiwan Mandarin,刺激,cìjī ,cìjī,cījī,cìjǐ,cǐjī,exciting; to stimulate,這部電影很刺激。,zhè bù diànyǐng hěn cìjī.,This movie is exciting.,B2,feelings,adjective,Core Content,
Taiwan Mandarin,從不,cóngbù ,cóngbù,cǒngbù,cóngbú,cōngbù,never,他從不遲到。,tā cóngbù chídào.,He is never late.,B2,function,adverb,Core Content,
Taiwan Mandarin,從小,cóngxiăo ,cóngxiǎo,cǒngxiǎo,cóngxiāo,cōngxiǎo,since childhood,她從小就喜歡畫畫。,tā cóngxiǎo jiù xǐhuān huàhuà.,She has liked drawing since childhood.,B2,time,adverb,Core Content,
Taiwan Mandarin,醋,cù ,cù,cū,cú,cǔ,vinegar,這道菜要加一點醋。,zhè dào cài yào jiā yìdiǎn cù.,This dish needs a little vinegar.,B2,food,noun,Core Content,
Taiwan Mandarin,寸,cùn ,cùn,cūn,cún,cǔn,inch; unit of length,這張照片是兩寸的。,zhè zhāng zhàopiàn shì liǎng cùn de.,This photo is two inches.,B2,measure,measure word,Core Content,
Taiwan Mandarin,存在,cúnzài ,cúnzài,cǔnzài,cúnzái,cūnzài,to exist; existence,這個問題已經存在很久了。,zhège wèntí yǐjīng cúnzài hěn jiǔ le.,This problem has existed for a long time.,B2,ideas,verb,Core Content,
Taiwan Mandarin,錯,cuò ,cuò,cuō,cuó,cuǒ,wrong; mistake,這個答案是錯的。,zhège dáàn shì cuò de.,This answer is wrong.,B2,study,adjective,Core Content,
Taiwan Mandarin,錯誤,cuòwù ,cuòwù,cuōwù,cuòwú,cuǒwù,mistake; error,我們應該從錯誤中學習。,wǒmen yīnggāi cóng cuòwù zhōng xuéxí.,We should learn from mistakes.,B2,study,noun,Core Content,
Taiwan Mandarin,挫折,cuòzhé ,cuòzhé,cuōzhé,cuòzhè,cuǒzhé,setback; frustration,遇到挫折時，不要放棄。,"yùdào cuòzhé shí, bú yào fàngqì.","When you meet setbacks, do not give up.",B2,life,noun,Core Content,
Taiwan Mandarin,達成,dáchéng ,dáchéng,dǎchéng,dáchèng,dāchéng,to reach; to achieve,他終於達成了自己的目標。,tā zhōngyú dáchéng le zìjǐ de mùbiāo.,He finally achieved his goal.,B2,goals,verb,Core Content,
Taiwan Mandarin,打架,dăjià ,dǎjià,dàjià,dǎjiá,dájià,to fight,學生不可以在學校打架。,xuéshēng bù kěyǐ zài xuéxiào dǎjià.,Students cannot fight at school.,B2,behavior,verb,Core Content,
Taiwan Mandarin,大多數,dàduōshù ,dàduōshù,dāduōshù,dàduǒshù,dàduōshǔ,most; the majority,大多數學生都同意這個安排。,dàduōshù xuéshēng dōu tóngyì zhège ānpái.,Most students agree with this arrangement.,B2,quantity,noun phrase,Core Content,
Taiwan Mandarin,大方,dàfāng ,dàfāng,dāfāng,dàfǎng,dǎfāng,generous,他很大方，常請朋友吃飯。,"tā hěn dàfāng, cháng qǐng péngyǒu chīfàn.",He is generous and often treats friends to meals.,B2,character,adjective,Core Content,
Taiwan Mandarin,大會,dàhuì ,dàhuì,dāhuì,dàhuí,dǎhuì,conference; general meeting,明天的大會有很多人參加。,míngtiān de dàhuì yǒu hěn duō rén cānjiā.,Many people will attend tomorrow’s conference.,B2,events,noun,Core Content,
Taiwan Mandarin,代表,dàibiăo ,dàibiǎo,dāibiǎo,dàibiāo,dǎibiǎo,representative; to represent,她代表學校參加比賽。,tā dàibiǎo xuéxiào cānjiā bǐsài.,She represents the school in the competition.,B2,society,verb,Core Content,
Taiwan Mandarin,代替,dàitì ,dàitì,dāitì,dàití,dǎitì,to replace; to take the place of,今天我代替老師發通知。,jīntiān wǒ dàitì lǎoshī fā tōngzhī.,Today I am sending the notice in place of the teacher.,B2,actions,verb,Core Content,
Taiwan Mandarin,帶領,dàilĭng ,dàilǐng,dāilǐng,dàilīng,dǎilǐng,to lead; to guide,老師帶領學生參觀博物館。,lǎoshī dàilǐng xuéshēng cānguān bówùguǎn.,The teacher leads the students to visit the museum.,B2,education,verb,Core Content,
Taiwan Mandarin,單純,dānchún ,dānchún,dánchún,dānchùn,dànchún,simple; pure,他的想法很單純。,tā de xiǎngfǎ hěn dānchún.,His idea is very simple.,B2,description,adjective,Core Content,
Taiwan Mandarin,淡,dàn ,dàn,dān,dán,dǎn,light; bland; weak,這碗湯味道太淡了。,zhè wǎn tāng wèidào tài dàn le.,This bowl of soup tastes too bland.,B2,food,adjective,Core Content,
Taiwan Mandarin,當場,dāngchăng ,dāngchǎng,dángchǎng,dāngchāng,dàngchǎng,on the spot; at the scene,他當場向大家道歉。,tā dāngchǎng xiàng dàjiā dàoqiàn.,He apologized to everyone on the spot.,B2,time,adverb,Core Content,
Taiwan Mandarin,當地,dāngdì ,dāngdì,dángdì,dāngdí,dàngdì,local,我們想了解當地文化。,wǒmen xiǎng liǎojiě dāngdì wénhuà.,We want to understand the local culture.,B2,place,adjective,Core Content,
Taiwan Mandarin,當面,dāngmiàn ,dāngmiàn,dángmiàn,dāngmián,dàngmiàn,face to face; in person,這件事最好當面說清楚。,zhè jiàn shì zuìhǎo dāngmiàn shuō qīngchǔ.,It is best to explain this matter face to face.,B2,communication,adverb,Core Content,
Taiwan Mandarin,當年,dāngnián ,dāngnián,dángnián,dāngniàn,dàngnián,in those years; back then,當年這裡只有幾間房子。,dāngnián zhèlǐ zhǐ yǒu jǐ jiān fángzi.,"Back then, there were only a few houses here.",B2,time,noun,Core Content,
Taiwan Mandarin,當天,dàngtiān ,dàngtiān,dāngtiān,dàngtiǎn,dǎngtiān,that same day,活動當天請早一點到。,huódòng dàngtiān qǐng zǎo yìdiǎn dào.,"On the day of the event, please arrive a little early.",B2,time,noun,Core Content,
Taiwan Mandarin,當作/當做,dàngzuò ,dàngzuò,dāngzuò,dàngzuó,dǎngzuò,to treat as; to regard as,我把這次失敗當作一次學習。,wǒ bǎ zhè cì shībài dàngzuò yí cì xuéxí.,I treat this failure as a learning experience.,B2,ideas,verb,Core Content,
Taiwan Mandarin,擔任,dānrèn ,dānrèn,dánrèn,dānrén,dànrèn,to serve as; to hold a position,她擔任這個部門的經理。,tā dānrèn zhège bùmén de jīnglǐ.,She serves as the manager of this department.,B2,work,verb,Core Content,
Taiwan Mandarin,單身,dānshēn ,dānshēn,dánshēn,dānshěn,dànshēn,single; unmarried,他目前單身，住在台中。,"tā mùqián dānshēn, zhù zài Táizhōng.",He is currently single and lives in Taichung.,B2,relationships,adjective,Core Content,
Taiwan Mandarin,島,dăo ,dǎo,dào,dāo,dáo,island,台灣是一座美麗的島。,Táiwān shì yí zuò měilì de dǎo.,Taiwan is a beautiful island.,B2,place,noun,Core Content,
Taiwan Mandarin,倒,dăo ,dǎo,dào,dāo,dáo,to fall; to collapse,風太大，樹倒了。,"fēng tài dà, shù dǎo le.","The wind was too strong, and the tree fell.",B2,events,verb,Core Content,
Taiwan Mandarin,導演,dăoyăn ,dǎoyǎn,dàoyǎn,dǎoyān,dáoyǎn,director,這位導演拍過很多有名的電影。,zhè wèi dǎoyǎn pāi guò hěn duō yǒumíng de diànyǐng.,This director has made many famous movies.,B2,arts,noun,Core Content,
Taiwan Mandarin,到,dào,dào,dāo,dáo,dǎo,to arrive; to reach,我大約三點到。,wǒ dàyuē sān diǎn dào.,I will arrive at about three o’clock.,B2,travel,verb,Core Content,
Taiwan Mandarin,到底,dàodĭ,dàodǐ,dāodǐ,dàodī,dǎodǐ,after all; in the end,你到底想說什麼？,nǐ dàodǐ xiǎng shuō shénme?,What exactly do you want to say?,B2,function,adverb,Core Content,
Taiwan Mandarin,倒是,dàoshì ,dàoshì,dāoshì,dàoshí,dǎoshì,on the contrary; actually,這家店不大，味道倒是不錯。,"zhè jiā diàn bú dà, wèidào dàoshì búcuò.","This shop is not big, but the taste is actually good.",B2,function,adverb,Core Content,
Taiwan Mandarin,道德,dàodé ,dàodé,dāodé,dàodè,dǎodé,morality; ethics,做生意也需要道德。,zuò shēngyì yě xūyào dàodé.,Doing business also requires ethics.,B2,society,noun,Core Content,
Taiwan Mandarin,道教,Dàojiào,Dàojiào,Dāojiào,Dàojiáo,Dǎojiào,Daoism; Taoism,道教是台灣重要的宗教之一。,Dàojiào shì Táiwān zhòngyào de zōngjiào zhī yī.,Daoism is one of Taiwan’s important religions.,B2,culture,proper noun,Core Content,
Taiwan Mandarin,道理,dàolĭ,dàolǐ,dāolǐ,dàolī,dǎolǐ,reason; principle,他說的話有道理。,tā shuō de huà yǒu dàolǐ.,What he said makes sense.,B2,ideas,noun,Core Content,
Taiwan Mandarin,道歉,dàoqiàn ,dàoqiàn,dāoqiàn,dàoqián,dǎoqiàn,to apologize,我應該向你道歉。,wǒ yīnggāi xiàng nǐ dàoqiàn.,I should apologize to you.,B2,communication,verb,Core Content,
Taiwan Mandarin,答應,dāyìng ,dāyìng,dáyìng,dāyíng,dàyìng,to promise; to agree,媽媽答應週末帶我去動物園。,māma dāyìng zhōumò dài wǒ qù dòngwùyuán.,Mom promised to take me to the zoo this weekend.,B2,communication,verb,Core Content,
Taiwan Mandarin,打掃,dăsăo ,dǎsǎo,dàsǎo,dǎsāo,dásǎo,to clean,我們星期六一起打掃教室。,wǒmen xīngqíliù yìqǐ dǎsǎo jiàoshì.,We clean the classroom together on Saturday.,B2,daily life,verb,Core Content,
Taiwan Mandarin,打聽,dătīng ,dǎtīng,dàtīng,dǎtǐng,dátīng,to ask around; to inquire,我想打聽附近有沒有便宜的房子。,wǒ xiǎng dǎtīng fùjìn yǒu méi yǒu piányí de fángzi.,I want to ask around whether there are cheap rooms nearby.,B2,communication,verb,Core Content,
Taiwan Mandarin,大小,dàxiăo ,dàxiǎo,dāxiǎo,dàxiāo,dǎxiǎo,size,這件襯衫的大小剛好。,zhè jiàn chènshān de dàxiǎo gānghǎo.,The size of this shirt is just right.,B2,description,noun,Core Content,
Taiwan Mandarin,大約,dàyuē ,dàyuē,dāyuē,dàyuě,dǎyuē,approximately; about,我們大約五點出發。,wǒmen dàyuē wǔ diǎn chūfā.,We will depart at about five o’clock.,B2,quantity,adverb,Core Content,
Taiwan Mandarin,打仗,dăzhàng ,dǎzhàng,dàzhàng,dǎzháng,dázhàng,to fight a war,以前這個地區常常打仗。,yǐqián zhège dìqū chángcháng dǎzhàng.,"In the past, this region often had wars.",B2,society,verb,Core Content,
Taiwan Mandarin,得,dé ,dé,dě,dè,dē,to obtain; must; particle,努力才會得好成績。,nǔlì cái huì dé hǎo chéngjī.,Only by working hard can you get good grades.,B2,grammar,verb,Core Content,
Taiwan Mandarin,得意,déyì ,déyì,děyì,déyí,dēyì,proud of oneself,他考得很好，所以有點得意。,"tā kǎo de hěn hǎo, suǒyǐ yǒudiǎn déyì.","He did very well on the test, so he is a little proud.",B2,feelings,adjective,Core Content,
Taiwan Mandarin,等待,děngdài ,děngdài,dèngdài,děngdái,déngdài,to wait for,我們在車站等待朋友。,wǒmen zài chēzhàn děngdài péngyǒu.,We are waiting for a friend at the station.,B2,actions,verb,Core Content,
Taiwan Mandarin,燈光,dēngguāng ,dēngguāng,déngguāng,dēngguǎng,dèngguāng,lighting; light,餐廳的燈光很柔和。,cāntīng de dēngguāng hěn róuhé.,The restaurant’s lighting is soft.,B2,objects,noun,Core Content,
Taiwan Mandarin,敵人,dírén ,dírén,dǐrén,dírèn,dīrén,enemy,故事裡的主角打敗了敵人。,gùshi lǐ de zhǔjué dǎbài le dírén.,The main character in the story defeated the enemy.,B2,people,noun,Core Content,
Taiwan Mandarin,抵達,dĭdá ,dǐdá,dìdá,dǐdà,dídá,to arrive,飛機準時抵達台北。,fēijī zhǔnshí dǐdá Táiběi.,The airplane arrived in Taipei on time.,B2,travel,verb,Core Content,
Taiwan Mandarin,地板,dìbăn ,dìbǎn,dībǎn,dìbān,dǐbǎn,floor,請不要坐在地板上。,qǐng bú yào zuò zài dìbǎn shàng.,Please do not sit on the floor.,B2,home,noun,Core Content,
Taiwan Mandarin,地帶,dìdài ,dìdài,dīdài,dìdái,dǐdài,zone; area,這裡是熱帶地帶。,zhèlǐ shì rèdài dìdài.,This is a tropical zone.,B2,place,noun,Core Content,
Taiwan Mandarin,地理,dìlĭ ,dìlǐ,dīlǐ,dìlī,dǐlǐ,geography,我對台灣地理很有興趣。,wǒ duì Táiwān dìlǐ hěn yǒu xìngqù.,I am very interested in Taiwan’s geography.,B2,education,noun,Core Content,
Taiwan Mandarin,地球,dìqiú ,dìqiú,dīqiú,dìqiù,dǐqiú,Earth,我們只有一個地球。,wǒmen zhǐ yǒu yí ge dìqiú.,We only have one Earth.,B2,environment,noun,Core Content,
Taiwan Mandarin,地區,dìqū ,dìqū,dīqū,dìqǔ,dǐqū,region; area,這個地區的交通很方便。,zhège dìqū de jiāotōng hěn fāngbiàn.,Transportation in this region is convenient.,B2,place,noun,Core Content,
Taiwan Mandarin,地攤,dìtān ,dìtān,dītān,dìtǎn,dǐtān,street stall,夜市裡有很多地攤。,yèshì lǐ yǒu hěn duō dìtān.,There are many street stalls in the night market.,B2,shopping,noun,Core Content,
Taiwan Mandarin,地位,dìwèi ,dìwèi,dīwèi,dìwéi,dǐwèi,status; position,教育能提高一個人的社會地位。,jiàoyù néng tígāo yí ge rén de shèhuì dìwèi.,Education can raise a person’s social status.,B2,society,noun,Core Content,
Taiwan Mandarin,地下,dìxià ,dìxià,dīxià,dìxiá,dǐxià,underground; basement,這棟樓有地下停車場。,zhè dòng lóu yǒu dìxià tíngchēchǎng.,This building has underground parking.,B2,place,adjective,Core Content,
Taiwan Mandarin,地形,dìxíng ,dìxíng,dīxíng,dìxìng,dǐxíng,terrain; landform,這個地區的地形很特別。,zhège dìqū de dìxíng hěn tèbié.,The terrain of this area is special.,B2,geography,noun,Core Content,
Taiwan Mandarin,點,diăn,diǎn,diàn,diān,dián,point; dot; o’clock; to order,我想點一杯奶茶。,wǒ xiǎng diǎn yì bēi nǎichá.,I would like to order a cup of milk tea.,B2,daily life,verb,Core Content,
Taiwan Mandarin,電車,diànchē ,diànchē,diānchē,diànchě,diǎnchē,tram; electric train,我們坐電車去市中心。,wǒmen zuò diànchē qù shì zhōngxīn.,We take the tram to the city center.,B2,transportation,noun,Core Content,
Taiwan Mandarin,電池,diànchí ,diànchí,diānchí,diànchì,diǎnchí,battery,我的手機電池快沒電了。,wǒ de shǒujī diànchí kuài méi diàn le.,My phone battery is almost out of power.,B2,technology,noun,Core Content,
Taiwan Mandarin,電燈,diàndēng,diàndēng,diāndēng,diànděng,diǎndēng,electric light,請把電燈關掉。,qǐng bǎ diàndēng guān diào.,Please turn off the light.,B2,home,noun,Core Content,
Taiwan Mandarin,調查,diàochá ,diàochá,diāochá,diàochà,diǎochá,to investigate; survey,學校正在調查學生的需求。,xuéxiào zhèngzài diàochá xuéshēng de xūqiú.,The school is surveying students’ needs.,B2,research,verb,Core Content,
Taiwan Mandarin,東北,dōngběi ,dōngběi,dóngběi,dōngbēi,dòngběi,northeast,冬天東北風很強。,dōngběi fēng hěn qiáng.,The northeast wind is strong in winter.,B2,direction,noun,Core Content,
Taiwan Mandarin,東南,dōngnán ,dōngnán,dóngnán,dōngnàn,dòngnán,southeast,台灣的東南部有美麗的海岸。,Táiwān de dōngnán bù yǒu měilì de hǎi'àn.,Southeastern Taiwan has a beautiful coast.,B2,direction,noun,Core Content,
Taiwan Mandarin,懂事,dŏngshì ,dǒngshì,dòngshì,dǒngshí,dóngshì,sensible; understanding,這個孩子很懂事，會幫忙做家事。,"zhège háizi hěn dǒngshì, huì bāngmáng zuò jiāshì.",This child is sensible and helps with housework.,B2,character,adjective,Core Content,
Taiwan Mandarin,動物園,dòngwùyuán ,dòngwùyuán,dōngwùyuán,dòngwúyuán,dòngwùyuān,zoo,孩子們最喜歡去動物園。,háizimen zuì xǐhuān qù dòngwùyuán.,Children like going to the zoo the most.,B2,place,noun,Core Content,
Taiwan Mandarin,逗,dòu ,dòu,dōu,dóu,dǒu,to tease; to amuse,爸爸常逗小孩笑。,bàba cháng dòu xiǎohái xiào.,Dad often amuses the child and makes them laugh.,B2,relationships,verb,Core Content,
Taiwan Mandarin,都市,dūshì ,dūshì,dúshì,dūshí,dùshì,city; urban area,都市生活方便，但是壓力也大。,"dūshì shēnghuó fāngbiàn, dànshì yālì yě dà.","City life is convenient, but the pressure is also high.",B2,place,noun,Core Content,
Taiwan Mandarin,毒品,dúpĭn ,dúpǐn,dǔpǐn,dúpīn,dūpǐn,illegal drugs; narcotics,學校教育學生遠離毒品。,xuéxiào jiàoyù xuéshēng yuǎnlí dúpǐn.,The school teaches students to stay away from drugs.,B2,health,noun,Core Content,
Taiwan Mandarin,獨特,dútè ,dútè,dǔtè,dúté,dūtè,unique,這家餐廳的風格很獨特。,zhè jiā cāntīng de fēnggé hěn dútè.,This restaurant’s style is unique.,B2,description,adjective,Core Content,
Taiwan Mandarin,讀者,dúzhě ,dúzhě,dǔzhě,dúzhē,dūzhě,reader,這本書受到很多讀者歡迎。,zhè běn shū shòudào hěn duō dúzhě huānyíng.,This book is popular with many readers.,B2,media,noun,Core Content,
Taiwan Mandarin,段,duàn ,duàn,duān,duán,duǎn,section; paragraph; measure word,請讀第一段文章。,qǐng dú dì yī duàn wénzhāng.,Please read the first paragraph.,B2,measure,measure word,Core Content,
Taiwan Mandarin,堆,duī ,duī,duí,duǐ,duì,pile; heap,桌上有一堆文件。,zhuō shàng yǒu yì duī wénjiàn.,There is a pile of documents on the table.,B2,measure,measure word,Core Content,
Taiwan Mandarin,對,duì ,duì,duī,duí,duǐ,correct; toward; to face,你的答案是對的。,nǐ de dáàn shì duì de.,Your answer is correct.,B2,study,adjective,Core Content,
Taiwan Mandarin,對方,duìfāng ,duìfāng,duīfāng,duìfǎng,duǐfāng,the other person; the other side,請先聽聽對方的意見。,qǐng xiān tīng tīng duìfāng de yìjiàn.,Please first listen to the other person’s opinion.,B2,communication,noun,Core Content,
Taiwan Mandarin,對話,duìhuà ,duìhuà,duīhuà,duìhuá,duǐhuà,dialogue; conversation,這段對話很適合練習聽力。,zhè duàn duìhuà hěn shìhé liànxí tīnglì.,This dialogue is very suitable for listening practice.,B2,language,noun,Core Content,
Taiwan Mandarin,對了,duìle,duìle,duīle,duíle,duǐle,by the way; that's right,對了，我還要告訴你一件事。,"duìle, wǒ hái yào gàosu nǐ yí jiàn shì.","By the way, I still need to tell you something.",B2,function,phrase,Core Content,
