language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,安心,ānxīn ,ānxīn,ánxīn,ānxǐn,ànxīn,to feel at ease,聽到這個消息，我終於安心了。,"tīngdào zhège xiāoxí, wǒ zhōngyú ānxīn le.","After hearing this news, I finally felt at ease.",B2,feelings,verb,Core Content,
Taiwan Mandarin,按照,ànzhào ,ànzhào,ānzhào,ànzháo,ǎnzhào,according to,請按照說明完成表格。,qǐng ànzhào shuōmíng wánchéng biǎogé.,Please complete the form according to the instructions.,B2,function,preposition,Core Content,
Taiwan Mandarin,把,bă ,bǎ,bà,bā,bá,ba marker; to hold,請把書放回書架上。,qǐng bǎ shū fàng huí shūjià shàng.,Please put the book back on the bookshelf.,B2,grammar,function,Core Content,
Taiwan Mandarin,白,bái ,bái,bǎi,bài,bāi,white,她今天穿白色襯衫。,tā jīntiān chuān báisè chènshān.,She is wearing a white shirt today.,B2,colors,adjective,Core Content,
Taiwan Mandarin,白/白白,bái/báibái,bái/báibái,bǎi/báibái,bái/bàibái,bái/báibāi,in vain; for nothing,他等了半天，結果白白浪費時間。,"tā děng le bàntiān, jiéguǒ báibái làngfèi shíjiān.",He waited for a long time and ended up wasting time for nothing.,B2,function,adverb,Core Content,
Taiwan Mandarin,白菜,báicài ,báicài,bǎicài,báicái,bāicài,Chinese cabbage; bok choy,媽媽買了一顆白菜。,māma mǎi le yì kē báicài.,Mom bought a head of Chinese cabbage.,B2,food,noun,Core Content,
Taiwan Mandarin,擺,băi ,bǎi,bài,bāi,bái,to place; to arrange,請把椅子擺整齊。,qǐng bǎ yǐzi bǎi zhěngqí.,Please arrange the chairs neatly.,B2,actions,verb,Core Content,
Taiwan Mandarin,榜樣,băngyàng ,bǎngyàng,bàngyàng,bǎngyáng,bángyàng,role model,老師是學生的好榜樣。,lǎoshī shì xuéshēng de hǎo bǎngyàng.,The teacher is a good role model for the students.,B2,people,noun,Core Content,
Taiwan Mandarin,班機,bānjī ,bānjī,bánjī,bānjǐ,bànjī,flight,我的班機下午三點起飛。,wǒ de bānjī xiàwǔ sān diǎn qǐfēi.,My flight takes off at three in the afternoon.,B2,travel,noun,Core Content,
Taiwan Mandarin,辦理,bànlĭ,bànlǐ,bānlǐ,bànlī,bǎnlǐ,to handle; to process,我明天去銀行辦理手續。,wǒ míngtiān qù yínháng bànlǐ shǒuxù.,I am going to the bank tomorrow to handle the paperwork.,B2,administration,verb,Core Content,
Taiwan Mandarin,半天,bàntiān ,bàntiān,bāntiān,bàntiǎn,bǎntiān,half a day; a long time,我找了半天，才找到鑰匙。,"wǒ zhǎo le bàntiān, cái zhǎodào yàoshi.",I searched for a long time before finding my key.,B2,time,noun,Core Content,
Taiwan Mandarin,包,bāo ,bāo,báo,bǎo,bào,bag; package; to wrap,請幫我把禮物包起來。,qǐng bāng wǒ bǎ lǐwù bāo qǐlái.,Please help me wrap the gift.,B2,objects,verb,Core Content,
Taiwan Mandarin,包含,bāohán ,bāohán,báohán,bāohàn,bàohán,to include,票價包含午餐和交通。,piàojià bāohán wǔcān hé jiāotōng.,The ticket price includes lunch and transportation.,B2,function,verb,Core Content,
Taiwan Mandarin,寶貝,băobèi,bǎobèi,bàobèi,bǎobéi,báobèi,treasure; baby; precious person,這張照片是我的寶貝。,zhè zhāng zhàopiàn shì wǒ de bǎobèi.,This photo is my treasure.,B2,relationships,noun,Core Content,
Taiwan Mandarin,寶貴,băoguì ,bǎoguì,bàoguì,bǎoguí,báoguì,valuable; precious,你的意見對我們很寶貴。,nǐ de yìjiàn duì wǒmen hěn bǎoguì.,Your opinion is very valuable to us.,B2,description,adjective,Core Content,
Taiwan Mandarin,保守,băoshŏu ,bǎoshǒu,bàoshǒu,bǎoshōu,báoshǒu,conservative,他的想法比較保守。,tā de xiǎngfǎ bǐjiào bǎoshǒu.,His thinking is rather conservative.,B2,society,adjective,Core Content,
Taiwan Mandarin,保養,băoyăng ,bǎoyǎng,bàoyǎng,bǎoyāng,báoyǎng,to maintain; to take care of,這台車需要定期保養。,zhè tái chē xūyào dìngqí bǎoyǎng.,This car needs regular maintenance.,B2,daily life,verb,Core Content,
Taiwan Mandarin,保證/証,băozhèng ,bǎozhèng,bàozhèng,bǎozhéng,báozhèng,to guarantee; guarantee,店員保證今天會送到。,diànyuán bǎozhèng jīntiān huì sòng dào.,The clerk guarantees it will be delivered today.,B2,shopping,verb,Core Content,
Taiwan Mandarin,抱,bào,bào,bāo,báo,bǎo,to hug; to hold,小孩抱著他的玩具睡覺。,xiǎohái bàozhe tā de wánjù shuìjiào.,The child sleeps holding his toy.,B2,actions,verb,Core Content,
Taiwan Mandarin,抱怨,bàoyuàn ,bàoyuàn,bāoyuàn,bàoyuán,bǎoyuàn,to complain,他常常抱怨工作太多。,tā chángcháng bàoyuàn gōngzuò tài duō.,He often complains that there is too much work.,B2,communication,verb,Core Content,
Taiwan Mandarin,報名,bàomíng ,bàomíng,bāomíng,bàomìng,bǎomíng,to sign up,我想報名中文課。,wǒ xiǎng bàomíng Zhōngwén kè.,I want to sign up for Chinese class.,B2,education,verb,Core Content,
Taiwan Mandarin,把握,băwò ,bǎwò,bàwò,bǎwó,báwò,to grasp; to seize,你要把握這次機會。,nǐ yào bǎwò zhè cì jīhuì.,You should seize this opportunity.,B2,actions,verb,Core Content,
Taiwan Mandarin,北方,běifāng ,běifāng,bèifāng,běifǎng,béifāng,north; northern area,冬天北方比較冷。,dōngtiān běifāng bǐjiào lěng.,"In winter, the north is colder.",B2,place,noun,Core Content,
Taiwan Mandarin,被動,bèidòng ,bèidòng,bēidòng,bèidóng,běidòng,passive,他上課太被動，很少發問。,"tā shàngkè tài bèidòng, hěn shǎo fāwèn.",He is too passive in class and rarely asks questions.,B2,description,adjective,Core Content,
Taiwan Mandarin,背後,bèihòu ,bèihòu,bēihòu,bèihóu,běihòu,behind; in back of,學校背後有一個公園。,xuéxiào bèihòu yǒu yí ge gōngyuán.,There is a park behind the school.,B2,place,noun,Core Content,
Taiwan Mandarin,背景,bèijĭng ,bèijǐng,bēijǐng,bèijīng,běijǐng,background,這篇文章介紹作者的背景。,zhè piān wénzhāng jièshào zuòzhě de bèijǐng.,This article introduces the author’s background.,B2,information,noun,Core Content,
Taiwan Mandarin,輩子,bèizi ,bèizi,bēizi,béizi,běizi,lifetime,他一輩子都住在台南。,tā yí bèizi dōu zhù zài Táinán.,He has lived in Tainan his whole life.,B2,life,noun,Core Content,
Taiwan Mandarin,本,běn ,běn,bèn,bēn,bén,origin; this; classifier for books,這本書很適合中文學生。,zhè běn shū hěn shìhé Zhōngwén xuéshēng.,This book is very suitable for Chinese students.,B2,measure,measure word,Core Content,
Taiwan Mandarin,本人,běnrén ,běnrén,bènrén,běnrèn,bénrén,oneself; in person,請本人帶證件來辦理。,qǐng běnrén dài zhèngjiàn lái bànlǐ.,Please come in person with identification to handle it.,B2,people,pronoun,Core Content,
Taiwan Mandarin,逼,bī ,bī,bí,bǐ,bì,to force; to pressure,別逼他馬上回答。,bié bī tā mǎshàng huídá.,Do not force him to answer immediately.,B2,actions,verb,Core Content,
Taiwan Mandarin,筆,bĭ,bǐ,bì,bī,bí,pen; classifier for sums of money or deals,我需要一支筆填表格。,wǒ xūyào yì zhī bǐ tián biǎogé.,I need a pen to fill out the form.,B2,objects,noun,Core Content,
Taiwan Mandarin,比,bĭ,bǐ,bì,bī,bí,to compare; than,請比一比這兩個答案。,qǐng bǐ yì bǐ zhè liǎng ge dáàn.,Please compare these two answers.,B2,comparison,verb,Core Content,
Taiwan Mandarin,鞭炮,biānpào ,biānpào,biánpào,biānpáo,biànpào,firecrackers,過年時，有些地方會放鞭炮。,"guònián shí, yǒuxiē dìfang huì fàng biānpào.","During Lunar New Year, some places set off firecrackers.",B2,culture,noun,Core Content,
Taiwan Mandarin,變,biàn ,biàn,biān,bián,biǎn,to change,天氣突然變冷了。,tiānqì tūrán biàn lěng le.,The weather suddenly became cold.,B2,change,verb,Core Content,
Taiwan Mandarin,變成,biànchéng ,biànchéng,biānchéng,biànchèng,biǎnchéng,to become; to change into,雨變成雪了。,yǔ biànchéng xuě le.,The rain turned into snow.,B2,change,verb,Core Content,
Taiwan Mandarin,變更,biàngēng ,biàngēng,biāngēng,biàngěng,biǎngēng,to change; to alter,會議時間已經變更。,huìyì shíjiān yǐjīng biàngēng.,The meeting time has already been changed.,B2,planning,verb,Core Content,
Taiwan Mandarin,變化,biànhuà ,biànhuà,biānhuà,biànhuá,biǎnhuà,change; variation,這幾年城市變化很大。,zhè jǐ nián chéngshì biànhuà hěn dà.,The city has changed a lot in recent years.,B2,change,noun,Core Content,
Taiwan Mandarin,便條,biàntiáo ,biàntiáo,biāntiáo,biàntiào,biǎntiáo,note; memo,他在桌上留了一張便條。,tā zài zhuō shàng liú le yì zhāng biàntiáo.,He left a note on the table.,B2,communication,noun,Core Content,
Taiwan Mandarin,表達,biăodá ,biǎodá,biàodá,biǎodà,biáodá,to express,她能清楚表達自己的想法。,tā néng qīngchǔ biǎodá zìjǐ de xiǎngfǎ.,She can clearly express her own thoughts.,B2,communication,verb,Core Content,
Taiwan Mandarin,表面,biăomiàn ,biǎomiàn,biàomiàn,biǎomián,biáomiàn,surface; appearance,這張桌子的表面很乾淨。,zhè zhāng zhuōzi de biǎomiàn hěn gānjìng.,The surface of this table is clean.,B2,description,noun,Core Content,
Taiwan Mandarin,表示,biăoshì ,biǎoshì,biàoshì,biǎoshí,biáoshì,to express; to indicate,他點頭表示同意。,tā diǎntóu biǎoshì tóngyì.,He nodded to show agreement.,B2,communication,verb,Core Content,
Taiwan Mandarin,表現,biăoxiàn ,biǎoxiàn,biàoxiàn,biǎoxián,biáoxiàn,performance; to perform,她今天的表現很好。,tā jīntiān de biǎoxiàn hěn hǎo.,Her performance today was good.,B2,education,noun,Core Content,
Taiwan Mandarin,表演,biăoyăn ,biǎoyǎn,biàoyǎn,biǎoyān,biáoyǎn,performance; to perform,學生晚上要表演一個節目。,xuéshēng wǎnshàng yào biǎoyǎn yí ge jiémù.,The students will perform a program tonight.,B2,arts,verb,Core Content,
Taiwan Mandarin,畢竟,bìjìng ,bìjìng,bījìng,bìjíng,bǐjìng,after all,他畢竟還是學生，需要時間學習。,"tā bìjìng háishì xuéshēng, xūyào shíjiān xuéxí.","After all, he is still a student and needs time to learn.",B2,function,adverb,Core Content,
Taiwan Mandarin,避免,bìmiăn ,bìmiǎn,bīmiǎn,bìmiān,bǐmiǎn,to avoid,開車時要避免使用手機。,kāichē shí yào bìmiǎn shǐyòng shǒujī.,"When driving, avoid using a phone.",B2,safety,verb,Core Content,
Taiwan Mandarin,餅,bĭng ,bǐng,bìng,bīng,bíng,cake; flatbread,我早餐吃了一塊餅。,wǒ zǎocān chī le yí kuài bǐng.,I ate a piece of flatbread for breakfast.,B2,food,noun,Core Content,
Taiwan Mandarin,病,bìng ,bìng,bīng,bíng,bǐng,illness; disease,他的病已經好多了。,tā de bìng yǐjīng hǎo duō le.,His illness has already gotten much better.,B2,health,noun,Core Content,
Taiwan Mandarin,比如/比如說,bĭrú/bĭrúshuō,bǐrú/bǐrúshuō,bìrú/bǐrúshuō,bǐrù/bǐrúshuō,bǐrú/bírúshuō,for example,台灣有很多水果，比如芒果和香蕉。,"Táiwān yǒu hěn duō shuǐguǒ, bǐrú mángguǒ hé xiāngjiāo.","Taiwan has many fruits, for example mangoes and bananas.",B2,function,phrase,Core Content,
Taiwan Mandarin,必要,bìyào ,bìyào,bīyào,bìyáo,bǐyào,necessary; essential,出門前檢查證件是必要的。,chūmén qián jiǎnchá zhèngjiàn shì bìyào de.,Checking your documents before leaving is necessary.,B2,function,adjective,Core Content,
Taiwan Mandarin,播,bò ,bò,bō,bó,bǒ,to broadcast; to sow,電台正在播新聞。,diàntái zhèngzài bò xīnwén.,The radio station is broadcasting the news.,B2,media,verb,Core Content,
Taiwan Mandarin,博士,bóshì ,bóshì,bǒshì,bóshí,bōshì,doctoral degree; PhD,她正在念博士。,tā zhèngzài niàn bóshì.,She is studying for a PhD.,B2,education,noun,Core Content,
Taiwan Mandarin,博物館,bówùguăn ,bówùguǎn,bǒwùguǎn,bówúguǎn,bówùguán,museum,我們週末去博物館參觀。,wǒmen zhōumò qù bówùguǎn cānguān.,We are going to visit the museum this weekend.,B2,culture,noun,Core Content,
Taiwan Mandarin,布,bù ,bù,bū,bú,bǔ,cloth,這塊布的顏色很漂亮。,zhè kuài bù de yánsè hěn piàoliang.,The color of this piece of cloth is beautiful.,B2,objects,noun,Core Content,
Taiwan Mandarin,不見(了),bùjiàn(le),bùjiàn(le),būjiàn(le),bùjián(le),bǔjiàn(le),to disappear; to be missing,我的錢包不見了。,wǒ de qiánbāo bùjiàn le.,My wallet is missing.,B2,daily life,verb phrase,Core Content,
Taiwan Mandarin,不得不,bùdébù ,bùdébù,būdébù,bùdèbù,bùdébǔ,to have no choice but to,雨太大了，我們不得不取消活動。,"yǔ tài dà le, wǒmen bùdébù qǔxiāo huódòng.","The rain was too heavy, so we had no choice but to cancel the event.",B2,function,phrase,Core Content,
Taiwan Mandarin,不斷,bùduàn ,bùduàn,būduàn,bùduán,bǔduàn,continuously; unceasingly,科技不斷改變我們的生活。,kējì bùduàn gǎibiàn wǒmen de shēnghuó.,Technology continuously changes our lives.,B2,function,adverb,Core Content,
Taiwan Mandarin,不論,bùlùn ,bùlùn,būlùn,bùlún,bǔlùn,regardless of; no matter,不論結果如何，我都會支持你。,"bùlùn jiéguǒ rúhé, wǒ dōu huì zhīchí nǐ.","No matter what the result is, I will support you.",B2,function,conjunction,Core Content,
Taiwan Mandarin,不滿,bùmăn ,bùmǎn,būmǎn,bùmān,bǔmǎn,dissatisfied; dissatisfaction,客人對服務感到不滿。,kèrén duì fúwù gǎndào bùmǎn.,The customer felt dissatisfied with the service.,B2,feelings,adjective,Core Content,
Taiwan Mandarin,部門,bùmén ,bùmén,būmén,bùmèn,bǔmén,department,她在公司的行銷部門工作。,tā zài gōngsī de xíngxiāo bùmén gōngzuò.,She works in the company’s marketing department.,B2,work,noun,Core Content,
Taiwan Mandarin,不如,bùrú ,bùrú,būrú,bùrù,bǔrú,not as good as; had better,與其抱怨，不如想辦法解決。,"yǔqí bàoyuàn, bùrú xiǎng bànfǎ jiějué.","Rather than complain, it is better to think of a way to solve it.",B2,function,phrase,Core Content,
Taiwan Mandarin,不少,bùshăo ,bùshǎo,būshǎo,bùshāo,bǔshǎo,quite a few; many,這次活動吸引了不少學生。,zhè cì huódòng xīyǐn le bùshǎo xuéshēng.,This event attracted quite a few students.,B2,quantity,determiner,Core Content,
Taiwan Mandarin,不幸,bùxìng ,bùxìng,būxìng,bùxíng,bǔxìng,unfortunately; misfortune,他不幸在車禍中受傷。,tā bùxìng zài chēhuò zhōng shòushāng.,"Unfortunately, he was injured in a car accident.",B2,life,adverb,Core Content,
Taiwan Mandarin,不用說,bùyòngshuō ,bùyòngshuō,būyòngshuō,bùyóngshuō,bùyòngshuò,needless to say,不用說，安全是最重要的。,"bùyòngshuō, ānquán shì zuì zhòngyào de.","Needless to say, safety is the most important.",B2,function,phrase,Core Content,
Taiwan Mandarin,布/佈置,bùzhì ,bùzhì,būzhì,bùzhí,bǔzhì,to arrange; to decorate,我們一起佈置教室。,wǒmen yìqǐ bùzhì jiàoshì.,We decorate the classroom together.,B2,actions,verb,Core Content,
Taiwan Mandarin,不足,bùzú ,bùzú,būzú,bùzù,bǔzú,insufficient; not enough,睡眠不足會影響健康。,shuìmián bùzú huì yǐngxiǎng jiànkāng.,Insufficient sleep affects health.,B2,health,adjective,Core Content,
Taiwan Mandarin,擦,cā,cā,cá,cǎ,cà,to wipe; to rub,請把桌子擦乾淨。,qǐng bǎ zhuōzi cā gānjìng.,Please wipe the table clean.,B2,actions,verb,Core Content,
Taiwan Mandarin,猜,cāi,cāi,cái,cǎi,cài,to guess,你猜今天誰會來？,nǐ cāi jīntiān shéi huì lái?,Guess who will come today?,B2,communication,verb,Core Content,
Taiwan Mandarin,材料,cáiliào ,cáiliào,cǎiliào,cáiliáo,cāiliào,material; ingredient,做這道菜需要哪些材料？,zuò zhè dào cài xūyào nǎxiē cáiliào?,What ingredients are needed to make this dish?,B2,food,noun,Core Content,
Taiwan Mandarin,採用,căiyòng ,cǎiyòng,càiyòng,cǎiyóng,cáiyòng,to adopt; to use,學校決定採用新的教材。,xuéxiào juédìng cǎiyòng xīn de jiàocái.,The school decided to adopt new teaching materials.,B2,education,verb,Core Content,
Taiwan Mandarin,餐,cān,cān,cán,cǎn,càn,meal,這一餐我請客。,zhè yì cān wǒ qǐngkè.,I will treat you to this meal.,B2,food,noun,Core Content,
Taiwan Mandarin,參考,cānkăo ,cānkǎo,cánkǎo,cānkāo,cànkǎo,to refer to; reference,你可以參考這本書。,nǐ kěyǐ cānkǎo zhè běn shū.,You can refer to this book.,B2,education,verb,Core Content,
Taiwan Mandarin,草地,căodì,cǎodì,càodì,cǎodí,cáodì,grass; lawn,小朋友在草地上玩。,xiǎopéngyǒu zài cǎodì shàng wán.,The children are playing on the grass.,B2,nature,noun,Core Content,
Taiwan Mandarin,草原,căoyuán ,cǎoyuán,càoyuán,cǎoyuàn,cáoyuán,grassland; prairie,草原上的風景很美。,cǎoyuán shàng de fēngjǐng hěn měi.,The scenery on the grassland is beautiful.,B2,nature,noun,Core Content,
Taiwan Mandarin,曾,céng ,céng,cěng,cèng,cēng,once; ever,我曾在台北住過一年。,wǒ céng zài Táiběi zhù guò yì nián.,I once lived in Taipei for one year.,B2,time,adverb,Core Content,
Taiwan Mandarin,曾經,céngjīng ,céngjīng,cěngjīng,céngjǐng,cēngjīng,once; formerly,他曾經是我的老師。,tā céngjīng shì wǒ de lǎoshī.,He was once my teacher.,B2,time,adverb,Core Content,
Taiwan Mandarin,差點/差點兒/差一點兒,chādiăn/chādiănr/chāyīdiănr,chādiǎn/chādiǎnr/chāyīdiǎnr,chádiǎn/chādiǎnr/chāyīdiǎnr,chādiān/chādiǎnr/chāyīdiǎnr,chādiǎn/chàdiǎnr/chāyīdiǎnr,almost; nearly,我差點忘了今天有考試。,wǒ chàdiǎn wàng le jīntiān yǒu kǎoshì.,I almost forgot there was a test today.,B2,function,adverb,Core Content,
Taiwan Mandarin,差別,chābié ,chābié,chábié,chābiè,chàbié,difference,這兩個詞的差別不大。,zhè liǎng ge cí de chābié bú dà.,The difference between these two words is not big.,B2,comparison,noun,Core Content,
Taiwan Mandarin,嘗試/嚐試,chángshì ,chángshì,chǎngshì,chángshí,chāngshì,to try; attempt,你可以嘗試用中文回答。,nǐ kěyǐ chángshì yòng Zhōngwén huídá.,You can try answering in Chinese.,B2,actions,verb,Core Content,
Taiwan Mandarin,產品,chănpĭn ,chǎnpǐn,chànpǐn,chǎnpīn,chánpǐn,product,這家公司推出了新產品。,zhè jiā gōngsī tuīchū le xīn chǎnpǐn.,This company released a new product.,B2,business,noun,Core Content,
Taiwan Mandarin,產生,chănshēng ,chǎnshēng,chànshēng,chǎnshěng,chánshēng,to produce; to arise,這個問題產生了很多討論。,zhège wèntí chǎnshēng le hěn duō tǎolùn.,This issue produced a lot of discussion.,B2,change,verb,Core Content,
Taiwan Mandarin,超過,chāoguò ,chāoguò,cháoguò,chāoguó,chàoguò,to exceed; more than,今天的溫度超過三十度。,jīntiān de wēndù chāoguò sānshí dù.,Today’s temperature exceeds thirty degrees.,B2,quantity,verb,Core Content,
Taiwan Mandarin,超級,chāojí ,chāojí,cháojí,chāojì,chàojí,super; extremely,這家店的奶茶超級有名。,zhè jiā diàn de nǎichá chāojí yǒumíng.,This shop’s milk tea is super famous.,B2,function,adverb,Core Content,
Taiwan Mandarin,吵架,chăojià ,chǎojià,chàojià,chǎojiá,cháojià,to argue; to quarrel,他們因為小事吵架了。,tāmen yīnwèi xiǎoshì chǎojià le.,They argued because of a small matter.,B2,relationships,verb,Core Content,
Taiwan Mandarin,差異,chāyì ,chāyì,cháyì,chāyí,chàyì,difference; discrepancy,不同地區的文化有差異。,bùtóng dìqū de wénhuà yǒu chāyì.,Cultures in different regions have differences.,B2,comparison,noun,Core Content,
Taiwan Mandarin,車禍,chēhuò ,chēhuò,chéhuò,chēhuó,chèhuò,car accident,這場車禍造成交通堵塞。,zhè chǎng chēhuò zàochéng jiāotōng dǔsè.,This car accident caused a traffic jam.,B2,safety,noun,Core Content,
Taiwan Mandarin,趁,chèn ,chèn,chēn,chén,chěn,to take advantage of; while,趁天氣好，我們去散步吧。,"chèn tiānqì hǎo, wǒmen qù sànbù ba.","While the weather is good, let’s go for a walk.",B2,function,preposition,Core Content,
Taiwan Mandarin,襯衫,chènshān ,chènshān,chēnshān,chènshǎn,chěnshān,shirt,他上班時常穿襯衫。,tā shàngbān shí cháng chuān chènshān.,He often wears a shirt to work.,B2,clothing,noun,Core Content,
Taiwan Mandarin,成,chéng ,chéng,chěng,chèng,chēng,to become; to succeed,這件事終於成了。,zhè jiàn shì zhōngyú chéng le.,This matter finally succeeded.,B2,actions,verb,Core Content,
Taiwan Mandarin,成果,chéngguŏ ,chéngguǒ,chěngguǒ,chéngguō,chēngguǒ,result; achievement,這份報告展示了研究成果。,zhè fèn bàogào zhǎnshì le yánjiù chéngguǒ.,This report shows the research results.,B2,education,noun,Core Content,
Taiwan Mandarin,成就,chéngjiù ,chéngjiù,chěngjiù,chéngjiú,chēngjiù,achievement; accomplishment,完成這個計畫讓他很有成就感。,wánchéng zhège jìhuà ràng tā hěn yǒu chéngjiùgǎn.,Completing this project gave him a strong sense of achievement.,B2,life,noun,Core Content,
